seed, Total QALY
304, 383877
1082, 357405
168, 338597
143, 287715
182, 346511
482, 383552
87, 236665
766, 488871
774, 341207
229, 278296
733, 396136
814, 358076
1112, 425744
547, 338437
845, 378608
249, 353088
711, 364364
455, 359339
379, 411882
116, 311245
309, 409760
412, 446163
1147, 414809
878, 322448
905, 284452
838, 390546
964, 373335
596, 423364
995, 494562
503, 369464
662, 299892
1126, 507472
737, 416276
963, 332227
598, 248593
1041, 405284
285, 526390
884, 416570
805, 412268
693, 382454
613, 256887
648, 346620
349, 400407
265, 395584
16, 380195
56, 404997
671, 322717
106, 396691
756, 350737
644, 225270
150, 387902
727, 436839
1067, 410584
1209, 348228
323, 353022
1235, 387061
266, 340190
607, 274909
1015, 313532
1106, 471105
593, 371093
958, 410841
698, 359071
880, 443910
27, 425513
1138, 355455
198, 322893
972, 335221
747, 323195
346, 470298
225, 452674
465, 384505
53, 293056
792, 419926
811, 258784
977, 363500
1132, 465059
33, 408807
870, 371530
459, 383095
702, 417414
427, 301533
145, 347405
237, 446716
446, 369604
169, 325485
236, 368304
796, 367101
410, 363543
131, 441323
219, 446490
687, 468102
49, 390255
591, 412430
79, 342475
750, 460517
63, 305151
919, 391115
650, 289474
1065, 338087
926, 278773
90, 481707
790, 390843
1046, 389939
373, 455186
57, 343888
1085, 431024
1170, 398620
1062, 255878
826, 399881
569, 387066
207, 396512
798, 413330
165, 413467
88, 398375
6, 560497
495, 337488
538, 460263
959, 402442
941, 284883
1146, 292296
934, 382986
1119, 326998
1044, 399558
655, 392104
897, 362587
555, 338247
257, 402209
385, 309998
404, 296912
848, 505680
902, 382012
82, 314559
1130, 526691
1108, 390612
895, 294727
1011, 339063
303, 364736
438, 359052
968, 324270
557, 398817
1070, 440942
1094, 394559
911, 433111
1133, 436325
36, 429766
109, 397169
355, 387329
661, 308100
1023, 412436
122, 345040
509, 409129
499, 445395
378, 531801
1128, 363749
562, 459770
476, 399096
833, 315694
1110, 281633
1022, 459887
392, 390334
1031, 298420
248, 373696
35, 389609
570, 528634
1210, 389087
525, 347018
994, 390654
1071, 319608
533, 297071
639, 437517
595, 283992
974, 363051
652, 381685
0, 386246
330, 470153
208, 380831
667, 539371
185, 392871
76, 346237
948, 318758
118, 365973
264, 434504
548, 326625
322, 418638
395, 374332
551, 367938
160, 397244
876, 377446
1219, 335348
297, 365720
802, 355618
141, 327064
231, 258069
295, 561255
59, 426249
7, 386527
752, 290946
546, 351319
1197, 369741
255, 394665
490, 426920
283, 341272
12, 385175
129, 296154
782, 433847
581, 491315
692, 427192
71, 399101
821, 352806
426, 382872
920, 432226
882, 305281
102, 431632
188, 322015
657, 284465
840, 357141
757, 423506
529, 450918
630, 295746
522, 408967
350, 338270
558, 467936
14, 435667
605, 307485
492, 379969
291, 362056
588, 335786
135, 330105
1123, 345177
1233, 440710
252, 299945
220, 419670
918, 273809
171, 451894
1215, 353323
91, 373888
5, 373623
296, 496271
1086, 339919
61, 410002
571, 301710
510, 266081
307, 382690
383, 363186
475, 290501
925, 322509
993, 331139
651, 374229
1043, 468521
1212, 336805
786, 330279
606, 441537
886, 339779
957, 345409
263, 454658
763, 405936
1056, 354334
809, 588978
443, 338321
338, 345208
26, 336186
1154, 434135
407, 423111
632, 396992
177, 309112
691, 354699
247, 340260
352, 347432
784, 393696
1017, 353144
631, 306432
320, 523199
770, 327209
1188, 269001
452, 434057
1129, 332937
512, 410739
1109, 437486
715, 358663
780, 431438
933, 443214
991, 372389
365, 369229
484, 412680
227, 335149
251, 464118
445, 347269
611, 325419
701, 271269
653, 507545
697, 419800
755, 193187
1036, 487165
94, 375034
846, 383666
235, 330967
113, 361529
66, 428144
975, 318486
997, 348087
396, 313173
327, 385567
10, 568835
300, 373728
226, 331241
1180, 322300
163, 347932
1117, 325866
666, 397481
273, 437596
183, 400025
1020, 359981
310, 470830
95, 343265
1054, 441060
202, 375732
638, 487496
709, 286508
996, 409197
39, 450011
764, 526284
708, 393815
1168, 373212
184, 384766
241, 302799
431, 287879
147, 363920
642, 336878
1200, 361974
312, 484279
17, 513892
640, 386214
1014, 383710
158, 430327
380, 352927
319, 482916
791, 372168
1232, 388435
734, 325056
318, 509222
628, 438001
815, 268061
504, 376074
224, 410222
965, 546553
374, 383344
