seed, Total QALY
304, 383877
1082, 357404
168, 338597
143, 287714
182, 346511
482, 383551
87, 236664
766, 488870
774, 341206
229, 278296
733, 396135
814, 358074
1112, 425743
547, 338436
845, 378607
249, 353087
711, 364362
455, 359338
379, 411881
116, 311244
309, 409760
412, 446162
1147, 414808
878, 322447
905, 284451
838, 390546
964, 373334
596, 423362
995, 494560
503, 369463
662, 299891
1126, 507471
737, 416275
963, 332226
598, 248592
1041, 405283
285, 526390
884, 416568
805, 412267
693, 382453
613, 256886
648, 346619
349, 400406
265, 395584
16, 380194
56, 404996
671, 322717
106, 396691
756, 350736
644, 225269
150, 387901
727, 436837
1067, 410583
1209, 348228
323, 353021
1235, 387060
266, 340189
607, 274908
1015, 313531
1106, 471104
593, 371092
958, 410839
698, 359070
880, 443909
27, 425511
1138, 355454
198, 322892
972, 335220
747, 323194
346, 470296
225, 452673
465, 384504
53, 293055
792, 419925
811, 258783
977, 363499
1132, 465058
33, 408806
870, 371529
459, 383094
702, 417412
427, 301533
145, 347405
237, 446715
446, 369603
169, 325485
236, 368303
796, 367100
410, 363542
131, 441323
219, 446489
687, 468101
49, 390255
591, 412429
79, 342474
750, 460516
63, 305151
919, 391115
650, 289473
1065, 338087
926, 278773
90, 481706
790, 390842
1046, 389938
373, 455184
57, 343887
1085, 431023
1170, 398619
1062, 255878
826, 399881
569, 387065
207, 396511
798, 413328
165, 413466
88, 398374
6, 560496
495, 337487
538, 460261
959, 402441
941, 284882
1146, 292295
934, 382985
1119, 326997
1044, 399557
655, 392103
897, 362586
555, 338247
257, 402208
385, 309997
404, 296911
848, 505678
902, 382011
82, 314559
1130, 526690
1108, 390611
895, 294726
1011, 339062
303, 364736
438, 359051
968, 324268
557, 398816
1070, 440942
1094, 394558
911, 433110
1133, 436324
36, 429766
109, 397168
355, 387327
661, 308099
1023, 412435
122, 345039
509, 409128
499, 445393
378, 531800
1128, 363748
562, 459767
476, 399095
833, 315693
1110, 281633
1022, 459885
392, 390333
1031, 298419
248, 373695
35, 389608
570, 528633
1210, 389086
525, 347017
994, 390653
1071, 319608
533, 297070
639, 437516
595, 283992
974, 363050
652, 381684
0, 386245
330, 470152
208, 380830
667, 539370
185, 392870
76, 346236
948, 318757
118, 365972
264, 434504
548, 326624
322, 418637
395, 374331
551, 367937
160, 397243
876, 377444
1219, 335347
297, 365719
802, 355617
141, 327063
231, 258068
295, 561254
59, 426248
7, 386527
752, 290945
546, 351318
1197, 369740
255, 394665
490, 426919
283, 341271
12, 385175
129, 296154
782, 433846
581, 491313
692, 427190
71, 399101
821, 352805
426, 382871
920, 432225
882, 305281
102, 431631
188, 322014
657, 284464
840, 357139
757, 423505
529, 450916
630, 295745
522, 408965
350, 338269
558, 467935
14, 435666
605, 307485
492, 379968
291, 362055
588, 335786
135, 330104
1123, 345176
1233, 440709
252, 299944
220, 419669
918, 273808
171, 451893
1215, 353322
91, 373887
5, 373622
296, 496270
1086, 339919
61, 410002
571, 301709
510, 266081
307, 382689
383, 363184
475, 290500
925, 322508
993, 331138
651, 374227
1043, 468520
1212, 336804
786, 330278
606, 441536
886, 339778
957, 345408
263, 454657
763, 405935
1056, 354333
809, 588977
443, 338319
338, 345207
26, 336186
1154, 434135
407, 423110
632, 396991
177, 309111
691, 354698
247, 340259
352, 347432
784, 393694
1017, 353143
631, 306431
320, 523198
770, 327207
1188, 269001
452, 434056
1129, 332936
512, 410738
1109, 437485
715, 358662
780, 431436
933, 443213
991, 372388
365, 369227
484, 412679
227, 335149
251, 464117
445, 347267
611, 325418
701, 271268
653, 507544
697, 419799
755, 193186
1036, 487164
94, 375033
846, 383665
235, 330967
113, 361529
66, 428143
975, 318486
997, 348086
396, 313172
327, 385566
10, 568834
300, 373726
226, 331240
1180, 322299
163, 347931
1117, 325866
666, 397479
273, 437595
183, 400025
1020, 359980
310, 470829
95, 343264
1054, 441058
202, 375731
638, 487496
709, 286506
996, 409197
39, 450010
764, 526282
708, 393813
1168, 373212
184, 384765
241, 302798
431, 287878
147, 363918
642, 336877
1200, 361973
312, 484278
17, 513892
640, 386213
1014, 383709
158, 430326
380, 352926
319, 482915
791, 372167
1232, 388434
734, 325055
318, 509221
628, 438001
815, 268060
504, 376073
224, 410222
965, 546551
374, 383343
301, 464781
164, 369942
125, 394262
556, 368246
1006, 481784
429, 386626
992, 364950
337, 457472
1089, 390487
74, 328881
935, 437997
539, 406722
754, 355944
428, 345727
1157, 436905
13, 375646
1246, 389527
342, 301865
1081, 339567
483, 356819
299, 435006
175, 350945
1238, 469382
434, 442509
111, 348993
47, 389534
760, 400634
1173, 342228
409, 410872
844, 454483
1206, 326718
321, 394026
1051, 389804
850, 344593
284, 352656
527, 481254
441, 370820
413, 485105
1093, 270922
382, 488033
140, 442568
620, 442944
1009, 396145
269, 353585
1136, 397862
1214, 394029
170, 354221
1042, 437900
726, 388413
1152, 315594
955, 338822
1198, 319893
401, 293261
45, 385610
403, 343984
1040, 439297
1007, 368129
690, 434427
610, 480214
136, 363113
83, 411627
679, 379058
