seed, Total QALY
304, 370540
1082, 352464
168, 334113
143, 283502
182, 343985
482, 380584
87, 230775
766, 480086
774, 337141
229, 269697
733, 389573
814, 352948
1112, 418045
547, 332628
845, 370828
249, 345331
711, 361529
455, 354568
379, 409264
116, 309071
309, 404477
412, 441424
1147, 410653
878, 315987
905, 279665
838, 386471
964, 369271
596, 419095
995, 487733
503, 363818
662, 295162
1126, 500478
737, 412240
963, 328598
598, 246757
1041, 397862
285, 517685
884, 411867
805, 403356
693, 377142
613, 251445
648, 342458
349, 396707
265, 389461
16, 374296
56, 396322
671, 318320
106, 390145
756, 347737
644, 221520
150, 380913
727, 429184
1067, 402375
1209, 344847
323, 349356
1235, 382548
266, 336429
607, 268748
1015, 310485
1106, 462901
593, 367575
958, 402445
698, 354707
880, 439371
27, 421595
1138, 348202
198, 318530
972, 331675
747, 318062
346, 464274
225, 443087
465, 379661
53, 285200
792, 406720
811, 253372
977, 353091
1132, 458457
33, 402730
870, 365365
459, 378140
702, 412516
427, 296009
145, 343414
237, 442661
446, 363844
169, 322608
236, 362323
796, 359664
410, 359762
131, 432009
219, 443708
687, 459318
49, 386812
591, 405081
79, 336027
750, 456060
63, 302779
919, 387568
650, 284034
1065, 328244
926, 274190
90, 474695
790, 384975
1046, 382354
373, 451715
57, 340327
1085, 428446
1170, 392279
1062, 249903
826, 390659
569, 383379
207, 389043
798, 408318
165, 398685
88, 389501
6, 554880
495, 334101
538, 452159
959, 393525
941, 278482
1146, 288821
934, 379417
1119, 321100
1044, 393035
655, 386117
897, 358362
555, 330171
257, 394992
385, 307075
404, 289525
848, 500174
902, 372866
82, 305761
1130, 521399
1108, 381368
895, 291996
1011, 327833
303, 362288
438, 354655
968, 320620
557, 392519
1070, 434506
1094, 388589
911, 427285
1133, 430126
36, 422545
109, 384640
355, 376713
661, 303941
1023, 408982
122, 339019
509, 404438
499, 441945
378, 527026
1128, 359636
562, 454138
476, 394198
833, 311352
1110, 277442
1022, 451040
392, 386239
1031, 289290
248, 358710
35, 383520
570, 520317
1210, 385541
525, 340684
994, 383856
1071, 312722
533, 291176
639, 430878
595, 278881
974, 353771
652, 375253
0, 380683
330, 463636
208, 376795
667, 536583
185, 384718
76, 343827
948, 309843
118, 358171
264, 423808
548, 322576
322, 411419
395, 369557
551, 362496
160, 394832
876, 368553
1219, 332457
297, 360745
802, 351654
141, 321918
231, 251663
295, 557896
59, 415298
7, 381275
752, 286614
546, 346851
1197, 360176
255, 390619
490, 424124
283, 334661
12, 383142
129, 291825
782, 428734
581, 483261
692, 420371
71, 391704
821, 346792
426, 378093
920, 424718
882, 299159
102, 424953
188, 316998
657, 279492
840, 353870
757, 416852
529, 438448
630, 288493
522, 393865
350, 333353
558, 463539
14, 430834
605, 301542
492, 370672
291, 358591
588, 324535
135, 312052
1123, 340497
1233, 427507
252, 288983
220, 411953
918, 269546
171, 447986
1215, 347807
91, 369849
5, 366795
296, 493630
1086, 334876
61, 401747
571, 296212
510, 262568
307, 373850
383, 356259
475, 284566
925, 318128
993, 325003
651, 366486
1043, 462159
1212, 327597
786, 322120
606, 432250
886, 335620
957, 339041
263, 449584
763, 398278
1056, 345996
809, 583363
443, 334661
338, 335739
26, 330781
1154, 428902
407, 416784
632, 391872
177, 304428
691, 348392
247, 333886
352, 341608
784, 386922
1017, 347316
631, 300155
320, 520385
770, 321984
1188, 266006
452, 427375
1129, 328947
512, 406834
1109, 432822
715, 355996
780, 422694
933, 435702
991, 363329
365, 366791
484, 402864
227, 332299
251, 458532
445, 341675
611, 318545
701, 268468
653, 498795
697, 412112
755, 190623
1036, 483318
94, 370142
846, 374855
235, 319864
113, 356411
66, 422938
975, 311367
997, 342469
396, 309287
327, 379455
10, 555773
300, 365140
226, 324633
1180, 316128
163, 344082
1117, 321092
666, 391968
273, 429283
183, 398445
1020, 354211
310, 462711
95, 335453
1054, 435839
202, 369489
638, 478313
709, 280064
996, 404420
39, 442404
764, 516316
708, 384155
1168, 366033
184, 375768
241, 298314
431, 278790
147, 356355
642, 330996
1200, 353379
312, 481570
17, 504500
640, 380651
1014, 378876
158, 426803
380, 346148
319, 477218
791, 365139
1232, 379358
734, 321245
318, 504125
628, 434179
815, 260785
504, 371165
224, 401979
965, 537957
374, 380860
301, 457527
164, 367256
125, 387188
556, 361445
1006, 473462
429, 377460
992, 362564
337, 452263
1089, 381644
74, 321050
935, 425489
539, 401830
754, 352300
428, 338456
1157, 429905
13, 371919
1246, 384564
342, 296747
1081, 335421
483, 348152
299, 432024
175, 348541
1238, 459495
434, 435713
111, 345622
47, 385490
760, 395216
1173, 338078
409, 402185
844, 450302
1206, 314551
321, 387212
1051, 378452
850, 337717
284, 345860
527, 474137
441, 363590
413, 477799
1093, 265166
382, 485078
140, 435787
620, 438439
1009, 389590
269, 350562
1136, 395426
1214, 387879
170, 350711
1042, 430966
726, 383003
1152, 309771
955, 334174
1198, 316563
401, 287145
45, 375391
403, 340198
1040, 430969
1007, 365127
690, 424385
610, 473407
136, 358983
83, 406537
679, 371201
240, 435185
1145, 365337
629, 398113
616, 363725
717, 319567
635, 354078
9, 379992
1217, 360950
89, 305829
228, 299489
120, 377077
929, 289628
479, 290748
363, 420368
281, 388690
867, 379612
181, 407306
1165, 321048
142, 312549
721, 384025
423, 351378
473, 381198
282, 293286
609, 399494
864, 368388
913, 322886
1201, 327651
1240, 345603
1103, 411986
950, 334535
1189, 289918
917, 362696
847, 304348
930, 413485
1153, 494704
471, 419862
334, 356009
486, 427358
279, 330738
81, 396804
341, 400108
985, 522127
508, 354868
1156, 401166
800, 407586
769, 487346
1029, 458827
127, 277921
55, 415706
1193, 417855
340, 522162
827, 403804
1037, 312333
388, 275771
1068, 394832
743, 485357
912, 328649
940, 427774
1005, 467560
213, 450069
1236, 385460
633, 414214
326, 393120
397, 520517
1114, 425276
174, 356685
343, 389135
419, 309757
501, 403798
245, 396779
149, 306909
682, 277577
288, 392308
497, 395904
627, 427969
317, 399024
485, 347694
554, 248429
204, 304325
398, 362583
818, 380194
874, 282023
420, 453254
167, 367682
1166, 363761
242, 316324
804, 394772
952, 458816
408, 308659
73, 302353
313, 521012
822, 466467
315, 395730
246, 402931
1018, 342464
789, 355782
78, 295374
889, 504223
1047, 289264
777, 285525
659, 430580
704, 402489
454, 308534
1167, 409201
356, 339445
1104, 404041
402, 359889
387, 352507
1186, 353987
114, 466284
457, 320549
696, 315455
1164, 281924
112, 533351
980, 348939
887, 409730
576, 322122
634, 358379
133, 280359
675, 414682
857, 370262
686, 384172
15, 420440
293, 418974
853, 309510
981, 310873
1028, 379542
849, 343538
161, 349765
32, 360849
615, 238371
739, 281289
1091, 354531
1008, 315994
863, 381196
1231, 333738
660, 359489
186, 371341
795, 338671
1100, 296905
316, 427015
706, 344165
1150, 485432
194, 435936
656, 349927
900, 341624
84, 513355
520, 300610
369, 453000
820, 276496
381, 386353
560, 423948
861, 453261
761, 434654
625, 429585
665, 433453
528, 328342
530, 376078
481, 365349
138, 347863
967, 407441
723, 319057
579, 373662
335, 404229
890, 352180
944, 388298
549, 285794
1175, 397227
359, 386509
817, 410565
731, 491433
178, 372240
11, 398918
852, 393107
1003, 454904
564, 350479
732, 372162
250, 301310
191, 358160
649, 404306
909, 309438
1083, 405194
368, 428312
1000, 313400
19, 415139
535, 293792
962, 319102
199, 438994
683, 260151
386, 462021
308, 577079
841, 357594
212, 349435
916, 328770
1228, 376142
1187, 300078
623, 389118
478, 361686
1049, 340220
824, 400484
871, 418724
1063, 386049
1194, 483477
694, 497511
1024, 393048
542, 389673
1050, 360772
262, 405518
195, 370890
600, 323485
966, 424281
37, 544728
544, 352626
714, 382654
498, 330903
883, 453481
193, 365103
608, 255446
197, 368445
771, 319411
808, 398597
48, 450146
1241, 366104
1174, 329373
1234, 356377
23, 352516
348, 428377
469, 312484
858, 342996
603, 320614
1237, 417994
1002, 474564
953, 379666
21, 443050
1181, 371295
707, 597117
496, 532101
1098, 498867
829, 336706
405, 348866
1204, 325920
31, 349948
646, 350985
928, 277979
253, 435126
289, 394487
154, 432681
830, 432796
1078, 332730
987, 401678
271, 303620
969, 404379
107, 341628
258, 561561
44, 380195
881, 262375
1025, 303469
86, 361141
574, 383683
594, 378975
223, 387020
1199, 328587
406, 447861
132, 404330
855, 400911
1211, 356455
839, 438223
636, 394296
746, 434676
859, 375695
417, 362487
819, 365349
537, 339002
1141, 369610
781, 347480
103, 391524
500, 401499
1075, 383687
506, 408057
1243, 381660
901, 387925
372, 319895
956, 344711
360, 373353
384, 435957
945, 341178
1205, 362019
524, 406742
885, 306632
1069, 367134
812, 406900
1, 279227
563, 340016
768, 323335
513, 380374
813, 329570
153, 451592
1184, 352063
1247, 340032
58, 488338
156, 377248
463, 395860
673, 395233
1202, 382330
1102, 424378
1185, 272588
421, 324039
1107, 310695
725, 331931
1048, 299542
767, 386883
835, 365838
577, 269106
678, 376744
1120, 351136
515, 358166
932, 377757
1088, 247406
477, 301539
1176, 339028
931, 307094
97, 305284
730, 378371
1245, 311256
172, 344511
751, 360863
1134, 310567
741, 387907
1135, 360790
1076, 341331
1016, 473644
677, 281450
689, 336174
298, 355246
180, 339687
176, 372288
572, 294422
75, 453515
785, 335680
1142, 413090
336, 349905
41, 580651
230, 310279
389, 410726
971, 422848
391, 443105
437, 392438
587, 309522
1012, 436533
1074, 350127
1224, 373041
585, 324562
460, 283127
345, 319455
215, 395094
736, 292238
137, 369944
668, 471571
433, 283870
260, 396614
561, 427940
748, 364211
617, 301482
762, 343727
491, 300148
1090, 406682
578, 376169
904, 358778
1035, 316919
801, 406161
787, 403767
898, 357421
267, 435447
976, 439275
580, 396108
487, 394649
1190, 431963
1079, 267226
803, 455724
1244, 382447
583, 367106
411, 376472
115, 460776
99, 303096
196, 346829
166, 388419
540, 335880
832, 296480
272, 423060
280, 411291
866, 447232
104, 366832
970, 307475
302, 365777
1222, 345777
206, 305007
20, 370987
275, 413216
672, 305285
999, 453618
67, 421108
425, 307871
1151, 328131
856, 415711
480, 379272
72, 351539
1144, 335315
1053, 351462
121, 353736
105, 383021
34, 336217
399, 356875
440, 363562
523, 323975
435, 306405
201, 489068
778, 405780
998, 373250
1137, 424718
1239, 409896
729, 288331
453, 447225
753, 356264
828, 397140
451, 400527
211, 520545
836, 336733
582, 349040
1061, 405570
361, 421396
519, 396775
328, 419635
908, 488970
518, 326535
1039, 384040
126, 300902
713, 344232
601, 355581
511, 300635
942, 305336
394, 334998
862, 328335
1057, 308476
783, 408495
983, 440153
843, 347897
567, 262616
1149, 360126
450, 384013
366, 372149
534, 299581
108, 403617
244, 393456
46, 303022
311, 272603
464, 282969
922, 433725
77, 402779
130, 325582
2, 443101
155, 366219
894, 456530
949, 467153
22, 284411
592, 387132
268, 380748
984, 413000
461, 364976
647, 293568
148, 395514
1158, 461941
159, 391698
810, 379539
654, 408988
1027, 394294
1115, 339794
502, 362723
1223, 323292
414, 425220
684, 369442
354, 390637
877, 401099
110, 301706
357, 338941
494, 415431
233, 308112
329, 348605
851, 337155
286, 320782
614, 363661
274, 360642
371, 419061
62, 471864
217, 328967
400, 335459
306, 345044
442, 335401
681, 446344
1248, 415530
892, 306426
664, 366882
720, 385820
218, 403288
772, 385391
493, 469099
602, 440283
351, 393321
1148, 327424
134, 369448
860, 468951
1019, 347694
1160, 374526
28, 430812
1208, 273086
444, 377957
390, 455481
353, 358303
1192, 338707
794, 409643
745, 432314
456, 415759
722, 305798
988, 402863
1066, 378396
621, 260050
584, 304050
200, 296830
216, 385034
1161, 414884
209, 318751
676, 359313
93, 484876
1162, 371382
238, 421246
586, 338515
439, 315117
1191, 423177
1092, 503333
1084, 369083
1203, 408173
1055, 383242
738, 335863
618, 357367
162, 353491
543, 291291
744, 418855
259, 468893
505, 394503
699, 337147
119, 305425
54, 320543
222, 352507
669, 361006
192, 330497
896, 322460
816, 374680
173, 332443
30, 355768
710, 282765
712, 369041
1059, 306557
65, 369457
144, 328798
1032, 451472
51, 334856
332, 435072
619, 370540
488, 293010
430, 499848
575, 420566
1087, 377126
873, 360451
719, 420761
758, 376654
749, 330473
773, 251326
261, 329080
190, 464833
449, 395527
688, 399586
799, 322485
961, 464899
393, 348101
339, 416578
903, 359495
151, 338000
418, 419706
565, 267379
377, 508097
1195, 306662
96, 396787
