seed, Total Cost T
595, 1.29037e+09
867, 1.09783e+09
761, 1.16469e+09
829, 1.23567e+09
377, 1.34593e+09
185, 1.12877e+09
41, 1.28281e+09
198, 1.23072e+09
989, 1.25582e+09
172, 1.11468e+09
