seed, Total QALY
304, 377282
1082, 352113
168, 332432
143, 281279
182, 340446
482, 374254
87, 230194
766, 482556
774, 334769
229, 271525
733, 389995
814, 350538
1112, 418258
547, 331696
845, 372256
249, 344120
711, 358658
455, 352309
379, 404376
116, 305147
309, 403502
412, 440034
1147, 408930
878, 314110
905, 278589
838, 381949
964, 367572
596, 418037
995, 486591
503, 361857
662, 294599
1126, 500256
737, 408480
963, 328263
598, 243828
1041, 398877
285, 518979
884, 405599
805, 403935
693, 372142
613, 250308
648, 340783
349, 392500
265, 389545
16, 373424
56, 397650
671, 316261
106, 390241
756, 343338
644, 219485
150, 381281
727, 429090
1067, 404756
1209, 340449
323, 348123
1235, 380506
266, 333997
607, 269440
1015, 308692
1106, 464117
593, 365106
958, 403987
698, 352149
880, 436977
27, 418272
1138, 348742
198, 315855
972, 326893
747, 316118
346, 462549
225, 445002
465, 378227
53, 287815
792, 413178
811, 252698
977, 356333
1132, 457461
33, 401771
870, 364775
459, 376890
702, 410307
427, 294631
145, 339835
237, 438797
446, 361978
169, 317803
236, 361882
796, 358981
410, 359451
131, 434180
219, 438395
687, 460967
49, 381342
591, 406153
79, 337339
750, 454467
63, 300522
919, 383723
650, 283616
1065, 332073
926, 271234
90, 472520
790, 383440
1046, 383436
373, 447827
57, 338132
1085, 423324
1170, 392901
1062, 249120
826, 393940
569, 380373
207, 391067
798, 405882
165, 406964
88, 392142
6, 550666
495, 330378
538, 452031
959, 395702
941, 277252
1146, 285996
934, 377719
1119, 321681
1044, 389975
655, 386815
897, 355289
555, 331793
257, 395138
385, 305333
404, 291183
848, 496049
902, 375106
82, 308483
1130, 516697
1108, 384907
895, 288330
1011, 333384
303, 357501
438, 354859
968, 316496
557, 391999
1070, 432738
1094, 386822
911, 425641
1133, 428115
36, 423647
109, 390333
355, 380077
661, 302198
1023, 401930
122, 339067
509, 401642
499, 439203
378, 525904
1128, 355330
562, 451158
476, 391735
833, 307381
1110, 274795
1022, 451149
392, 384446
1031, 292054
248, 366583
35, 383543
570, 519647
1210, 380702
525, 340048
994, 385213
1071, 310868
533, 290901
639, 430732
595, 277192
974, 355383
652, 374626
0, 381423
330, 463715
208, 374654
667, 532787
185, 386586
76, 340402
948, 311102
118, 360015
264, 428641
548, 319303
322, 412607
395, 366801
551, 361303
160, 389455
876, 370171
1219, 328101
297, 360527
802, 349557
141, 319831
231, 252973
295, 553680
59, 418980
7, 379590
752, 285406
546, 344426
1197, 362094
255, 387993
490, 419550
283, 337383
12, 381782
129, 289874
782, 426926
581, 481829
692, 420303
71, 393295
821, 346215
426, 375121
920, 424493
882, 298529
102, 422740
188, 316213
657, 279136
840, 350918
757, 415006
529, 441585
630, 287731
522, 402302
350, 331347
558, 460519
14, 427426
605, 302883
492, 372905
291, 355541
588, 329102
135, 322754
1123, 336840
1233, 433185
252, 293593
220, 409483
918, 266746
171, 442905
1215, 346390
91, 366652
5, 366051
296, 490464
1086, 333985
61, 405165
571, 296036
510, 260208
307, 376225
383, 355733
475, 282788
925, 317510
993, 323532
651, 365611
1043, 462818
1212, 331015
786, 322750
606, 433900
886, 333758
957, 340338
263, 447464
763, 399640
1056, 347625
809, 581695
443, 332173
338, 338998
26, 330900
1154, 426181
407, 415584
632, 390103
177, 302892
691, 347653
247, 333716
352, 340562
784, 387995
1017, 349130
631, 300371
320, 517381
770, 320846
1188, 262635
452, 428632
1129, 327735
512, 401777
1109, 430511
715, 351424
780, 423549
933, 435868
991, 364079
365, 360240
484, 405909
227, 329521
251, 456633
445, 340311
611, 319323
701, 265065
653, 500179
697, 413296
755, 187556
1036, 477397
94, 367316
846, 377672
235, 324914
113, 355656
66, 421197
975, 310616
997, 340235
396, 307717
327, 378722
10, 561206
300, 365646
226, 322850
1180, 315217
163, 339792
1117, 320109
666, 391284
273, 431604
183, 392831
1020, 352701
310, 464359
95, 336825
1054, 433893
202, 370488
638, 479843
709, 279183
996, 402999
39, 443116
764, 516479
708, 387157
1168, 366739
184, 377962
241, 297670
431, 280228
147, 358000
642, 328542
1200, 355665
312, 477310
17, 508297
640, 379022
1014, 376892
158, 422238
380, 344735
319, 478140
791, 364788
1232, 379270
734, 317638
318, 503422
628, 431731
815, 261563
504, 369957
224, 403296
965, 539255
374, 375897
301, 458764
164, 362734
125, 386439
556, 362393
1006, 474592
429, 378569
992, 358120
337, 448990
1089, 382313
74, 322455
935, 430658
539, 400001
754, 349176
428, 340078
1157, 428807
13, 368305
1246, 381286
342, 295767
1081, 333814
483, 348031
299, 428169
175, 344507
1238, 460360
434, 436141
111, 341624
47, 381805
760, 395075
1173, 335718
409, 403778
844, 447031
1206, 320622
321, 386376
1051, 381913
850, 337977
284, 346855
527, 473693
441, 364497
413, 474030
1093, 265113
382, 481185
140, 436080
620, 436328
1009, 388169
269, 347703
1136, 392107
1214, 386226
170, 347719
1042, 429038
726, 382915
1152, 309918
955, 331971
1198, 312549
401, 288877
45, 377632
403, 337399
1040, 431398
1007, 362112
690, 425619
610, 471676
136, 354975
83, 402699
679, 371699
240, 430518
1145, 366945
629, 397653
616, 361754
717, 316510
635, 354234
9, 375838
1217, 358487
89, 307658
228, 297727
120, 380724
929, 286522
479, 285795
363, 417833
281, 392674
867, 377819
181, 412131
1165, 321052
142, 309187
721, 380559
423, 349460
473, 378140
282, 290874
609, 394063
864, 364780
913, 327860
1201, 328543
1240, 344202
1103, 411394
950, 335329
1189, 289866
917, 362369
847, 300521
930, 412383
1153, 491563
471, 419224
334, 355798
486, 430911
279, 326857
81, 395067
341, 395685
985, 526663
508, 356433
1156, 400192
800, 407248
769, 483162
1029, 464939
127, 277297
55, 416049
1193, 415791
340, 517672
827, 409344
1037, 309009
388, 275807
1068, 393120
743, 484351
912, 328758
940, 428082
1005, 465700
213, 450921
1236, 386723
633, 415711
326, 391592
397, 514560
1114, 424244
174, 357763
343, 391459
419, 308473
501, 408174
245, 397368
149, 306089
682, 276189
288, 396393
497, 392071
627, 430012
317, 395792
485, 345146
554, 245763
204, 300637
398, 362386
818, 380878
874, 284641
420, 452550
167, 367247
1166, 364858
242, 312698
804, 390693
952, 456587
408, 307831
73, 301163
313, 526294
822, 466289
315, 396077
246, 401471
1018, 339552
789, 357555
78, 293638
889, 507809
1047, 288578
777, 284301
659, 428834
704, 400431
454, 306095
1167, 408560
356, 337636
1104, 398181
402, 359585
387, 348172
1186, 351493
114, 461364
457, 320755
696, 313319
1164, 283434
112, 539086
980, 350583
887, 406658
576, 321739
634, 353209
133, 277071
675, 416286
857, 366728
686, 387780
15, 421827
293, 416760
853, 305692
981, 309733
1028, 379548
849, 342563
161, 349863
32, 358591
615, 234852
739, 280885
1091, 354052
1008, 311347
863, 381795
1231, 334372
660, 363917
186, 365433
795, 334844
1100, 299494
316, 424285
706, 341028
1150, 490943
194, 434601
656, 346866
900, 341186
84, 513371
520, 301689
369, 453447
820, 274639
381, 383731
560, 421604
861, 451929
761, 431783
625, 426045
665, 434860
528, 327124
530, 376481
481, 362244
138, 344124
967, 405874
723, 315702
579, 375133
335, 403600
890, 352101
944, 382625
549, 288919
1175, 393230
359, 388795
817, 410894
731, 489150
178, 374949
11, 398972
852, 391183
1003, 455135
564, 347741
732, 376579
250, 297533
191, 355154
649, 398197
909, 317678
1083, 405893
368, 423673
1000, 309269
19, 412303
535, 294369
962, 316782
199, 438477
683, 258300
386, 459415
308, 574650
841, 355968
212, 348022
916, 328526
1228, 373728
1187, 298233
623, 387540
478, 358107
1049, 338649
824, 404907
871, 416491
1063, 384746
1194, 478547
694, 502025
1024, 390947
542, 386845
1050, 359456
262, 402203
195, 368243
600, 323273
966, 422615
37, 543087
544, 351222
714, 384253
498, 326812
883, 450722
193, 365209
608, 253940
197, 363890
771, 320502
808, 402387
48, 453762
1241, 373380
1174, 329599
1234, 349597
23, 353025
348, 427681
469, 312654
858, 342887
603, 322375
