seed, Total QALY
304, 373981
1082, 350942
168, 332377
143, 281003
182, 340578
482, 374406
87, 228194
766, 483949
774, 334780
229, 270064
733, 388835
814, 349411
1112, 417925
547, 331264
845, 372593
249, 342655
711, 359458
455, 352621
379, 403789
116, 304085
309, 403736
412, 440239
1147, 409007
878, 313257
905, 279398
838, 382767
964, 368087
596, 419480
995, 487184
503, 359741
662, 293752
1126, 499333
737, 407673
963, 326978
598, 244242
1041, 398303
285, 519278
884, 404960
805, 404367
693, 371954
613, 251152
648, 339360
349, 392876
265, 388885
16, 371638
56, 396954
671, 314687
106, 390003
756, 343149
644, 217311
150, 380208
727, 430667
1067, 403782
1209, 341171
323, 348207
1235, 381159
266, 333590
607, 269332
1015, 308488
1106, 463009
593, 364199
958, 405096
698, 351244
880, 437411
27, 418963
1138, 348042
198, 315127
972, 327590
747, 313503
346, 462401
225, 443554
465, 377050
53, 285176
792, 413849
811, 252356
977, 354838
1132, 459131
33, 399699
870, 365171
459, 376744
702, 409113
427, 295474
145, 339247
237, 437657
446, 363079
169, 316596
236, 360340
796, 356582
410, 359224
131, 434587
219, 438011
687, 459382
49, 385346
591, 405100
79, 335641
750, 455090
63, 301317
919, 382589
650, 282048
1065, 330832
926, 270599
90, 471427
790, 382921
1046, 382715
373, 448696
57, 337488
1085, 422738
1170, 393225
1062, 246845
826, 394201
569, 380354
207, 389843
798, 406208
165, 405448
88, 391261
6, 552181
495, 330797
538, 453183
959, 394063
941, 276820
1146, 285686
934, 375622
1119, 321593
1044, 389346
655, 386173
897, 353783
555, 329741
257, 394923
385, 304451
404, 288989
848, 498428
902, 375690
82, 306870
1130, 517617
1108, 384128
895, 287203
1011, 333097
303, 358447
438, 354518
968, 315491
557, 391740
1070, 433471
1094, 385844
911, 427071
1133, 427167
36, 422892
109, 388246
355, 376039
661, 301046
1023, 402477
122, 339257
509, 400604
499, 439590
378, 524854
1128, 354301
562, 452719
476, 392476
833, 306443
1110, 274445
1022, 451489
392, 383234
1031, 289392
248, 366651
35, 381795
570, 518209
1210, 378619
525, 339059
