seed, Total QALY
304, 372981
1082, 350069
168, 331205
143, 279988
182, 339614
482, 373363
87, 227483
766, 482782
774, 333681
229, 269439
733, 387942
814, 348318
1112, 416999
547, 330204
845, 371304
249, 341541
711, 358422
455, 351610
379, 402530
116, 303041
309, 402871
412, 439014
1147, 407784
878, 312119
905, 278559
838, 381642
964, 367208
596, 418497
995, 485788
503, 358641
662, 292860
1126, 497861
737, 406335
963, 326380
598, 243686
1041, 397485
285, 518230
884, 403349
805, 403165
693, 370866
613, 250558
648, 338356
349, 391732
265, 387928
16, 370528
56, 395540
671, 313835
106, 388822
756, 341845
644, 216801
150, 379063
727, 429949
1067, 402563
1209, 340388
323, 347359
1235, 380070
266, 332359
607, 268579
1015, 307649
1106, 461787
593, 363171
958, 403660
698, 349960
880, 436186
27, 417141
1138, 346851
198, 314199
972, 326617
747, 312616
346, 461060
225, 442074
465, 375977
53, 284132
792, 412802
811, 251591
977, 353861
1132, 458057
33, 398306
870, 364282
459, 375992
702, 407540
427, 294874
145, 338377
237, 436236
446, 362048
169, 315439
236, 359114
796, 355655
410, 358207
131, 433457
219, 436621
687, 458274
49, 384682
591, 403928
79, 334482
750, 453693
63, 300332
919, 381633
650, 281181
1065, 330156
926, 269870
90, 469800
790, 381755
1046, 381678
373, 447521
57, 336109
1085, 421403
1170, 392099
1062, 246169
826, 393210
569, 379310
207, 389013
798, 404344
165, 404093
88, 389891
6, 550630
495, 329737
538, 452063
959, 393127
941, 275978
1146, 284434
934, 374582
1119, 320845
1044, 388208
655, 385234
897, 352596
555, 329007
257, 394031
385, 303648
404, 288174
848, 496900
902, 374648
82, 305949
1130, 516435
1108, 383137
895, 286251
1011, 332308
303, 357508
438, 353706
968, 314552
557, 390608
1070, 432317
1094, 384594
911, 426088
1133, 426019
36, 421746
109, 386982
355, 374972
661, 300280
1023, 401456
122, 338166
509, 399294
499, 437741
378, 523430
1128, 353138
562, 451426
476, 391066
833, 305503
1110, 273626
1022, 450319
392, 381970
1031, 288556
248, 365709
35, 380653
570, 516904
1210, 377227
525, 338216
994, 383200
1071, 309941
533, 290606
639, 429294
595, 274238
974, 352312
652, 373453
0, 379468
330, 461900
208, 374033
667, 532250
185, 383616
76, 338508
948, 309136
118, 359413
264, 426008
548, 316486
322, 410528
395, 365756
551, 358830
160, 386695
876, 369189
1219, 328761
297, 359473
802, 347962
141, 318612
231, 251438
295, 551548
59, 417103
7, 377018
752, 285420
546, 342577
1197, 361499
255, 386466
490, 418506
283, 335559
12, 379921
129, 289780
782, 425889
581, 480219
692, 418809
71, 391734
821, 344276
426, 374194
920, 421804
882, 297848
102, 423069
188, 315980
657, 276439
840, 349331
757, 413195
529, 438134
630, 284024
522, 398834
350, 330231
558, 457562
14, 426571
605, 299461
492, 371631
291, 353616
588, 327205
135, 319969
1123, 337031
1233, 428994
252, 289036
220, 404382
918, 265926
171, 441451
1215, 345659
91, 364723
5, 364042
296, 489800
1086, 331931
61, 403739
571, 293371
510, 258470
307, 371188
383, 352925
475, 280067
925, 314874
993, 320244
651, 364465
1043, 462144
1212, 328752
786, 322914
606, 430352
886, 332212
957, 339787
263, 445298
763, 400702
1056, 344685
809, 580267
443, 331071
338, 335854
26, 328808
1154, 423553
407, 415192
632, 388833
177, 301775
691, 347576
247, 331740
352, 338992
784, 387408
1017, 348687
631, 298167
320, 515007
770, 318660
1188, 261612
452, 426149
1129, 325735
512, 400305
1109, 430349
715, 349201
780, 420787
933, 433017
991, 362246
365, 358305
484, 405101
227, 327482
251, 455645
445, 340380
611, 316751
701, 264027
653, 499979
697, 410749
755, 188155
1036, 476074
94, 363370
846, 374025
235, 322506
113, 355863
66, 418176
975, 310493
997, 339867
396, 305906
327, 374413
10, 557089
300, 361717
226, 321778
1180, 312093
163, 336884
1117, 318505
666, 389653
273, 430586
183, 391390
1020, 351824
310, 463021
95, 334878
1054, 432601
202, 369609
638, 477759
709, 277740
996, 399341
39, 440726
764, 512687
708, 385352
1168, 365747
184, 375895
241, 296782
431, 280110
147, 356825
642, 327064
1200, 353559
312, 476718
17, 505314
640, 377278
1014, 376910
158, 420604
380, 341162
319, 475877
791, 363164
1232, 378840
734, 316726
318, 502093
628, 431460
815, 262372
504, 368337
224, 400721
965, 538839
374, 373087
301, 456931
164, 360856
125, 384697
556, 359253
1006, 474132
429, 377797
992, 357140
337, 446414
1089, 379697
74, 320622
935, 430055
539, 398537
754, 347683
428, 338456
1157, 425008
13, 365169
1246, 377481
342, 294313
1081, 332207
483, 348398
299, 427098
175, 342906
1238, 460409
434, 432364
111, 338875
47, 380544
760, 395459
1173, 332799
409, 401157
844, 444604
1206, 319198
321, 384201
1051, 377453
850, 337740
284, 342975
527, 470303
441, 363353
413, 473303
1093, 265509
382, 477753
140, 434175
620, 435741
1009, 386399
269, 345806
1136, 391684
1214, 385321
170, 345955
1042, 424861
726, 381673
1152, 307126
955, 329234
1198, 311744
401, 287207
45, 375059
403, 335806
1040, 430834
1007, 360039
690, 423699
610, 470332
136, 353854
83, 399062
679, 371135
240, 427071
1145, 364820
629, 395867
616, 361572
717, 315536
635, 352626
9, 375956
1217, 355791
89, 305485
228, 296501
120, 377791
929, 285517
479, 284568
363, 416798
281, 390256
867, 375957
181, 409803
1165, 319807
142, 307714
721, 379390
423, 346779
473, 376838
282, 289714
609, 391210
864, 363555
913, 326759
1201, 325492
1240, 344108
1103, 409914
950, 333468
1189, 284702
917, 361296
847, 300519
930, 410755
1153, 490639
471, 418606
334, 353742
486, 428403
279, 323526
81, 394040
341, 395470
985, 522494
508, 355645
1156, 399823
800, 405324
769, 482312
1029, 462415
127, 275062
55, 417812
1193, 415406
340, 516761
827, 407537
1037, 307983
388, 273702
1068, 392504
743, 483699
912, 328436
940, 427251
1005, 464072
213, 449826
1236, 387924
633, 414122
326, 387375
397, 511359
1114, 422144
174, 356524
343, 388315
419, 306974
501, 406141
245, 395322
149, 305190
682, 276200
288, 394416
497, 391010
627, 426489
317, 393685
485, 344836
554, 244372
204, 300425
398, 359691
818, 379062
874, 281958
420, 450021
167, 363136
1166, 363493
242, 312352
804, 390376
952, 455391
408, 306694
73, 297219
313, 524806
822, 463186
315, 396296
246, 398820
1018, 336444
789, 355276
78, 292752
889, 505544
1047, 287361
777, 283645
659, 427616
704, 398481
454, 305120
1167, 405794
356, 336927
1104, 397080
402, 357254
387, 347071
1186, 349803
114, 459186
457, 318591
696, 312437
1164, 282061
112, 534558
980, 348351
887, 404080
576, 320589
634, 352519
133, 275924
675, 413584
857, 366676
686, 384314
15, 419474
293, 416666
853, 305691
981, 307539
1028, 377356
849, 341524
161, 347664
32, 355989
615, 234767
