seed, Total QALY
304, 383471
1082, 357102
168, 338336
143, 287442
182, 346280
482, 383337
87, 236494
766, 488536
774, 340846
229, 277963
733, 395820
814, 358028
1112, 425296
547, 337956
845, 378628
249, 352440
711, 364188
455, 359104
379, 411453
116, 310973
309, 409382
412, 446075
1147, 414639
878, 322251
905, 284170
838, 390315
964, 373162
596, 423180
995, 494212
503, 369050
662, 299566
1126, 507095
737, 415990
963, 331926
598, 248293
1041, 404996
285, 526040
884, 416088
805, 411860
693, 381749
613, 256776
648, 346388
349, 400178
265, 395102
16, 379789
56, 404695
671, 322314
106, 396405
756, 350323
644, 225133
150, 387453
727, 436568
1067, 410353
1209, 348082
323, 352783
1235, 386842
266, 339890
607, 274604
1015, 313356
1106, 470769
593, 370733
958, 410471
698, 358663
880, 443573
27, 425121
1138, 355025
198, 322614
972, 334895
747, 322824
346, 469937
225, 452128
465, 384154
53, 292800
792, 419582
811, 258688
977, 363149
1132, 464884
33, 408400
870, 371322
459, 382751
702, 416997
427, 301252
145, 347117
237, 446189
446, 369193
169, 325377
236, 367909
796, 366570
410, 363375
131, 440994
219, 446100
687, 467685
49, 390145
591, 412340
79, 342142
750, 460480
63, 305043
919, 390836
650, 289282
1065, 337486
926, 278336
90, 481422
790, 390644
1046, 389519
373, 454911
57, 343811
1085, 430890
1170, 398369
1062, 255522
826, 399648
569, 386961
207, 396418
798, 413030
165, 413148
88, 398108
6, 559888
495, 337347
538, 459993
959, 402211
941, 284547
1146, 292171
934, 382668
1119, 326682
1044, 398896
655, 391795
897, 362634
555, 337841
257, 401924
385, 309780
404, 296521
848, 505625
902, 381844
82, 314264
1130, 526168
1108, 390130
895, 294450
1011, 338816
303, 364394
438, 358911
968, 324100
557, 398394
1070, 440591
1094, 394280
911, 432800
1133, 435775
36, 429488
109, 396731
355, 386902
661, 307566
1023, 412034
122, 344757
509, 408876
499, 445103
378, 531520
1128, 363126
562, 459577
476, 398772
833, 315288
1110, 281393
1022, 459389
392, 390090
1031, 298283
248, 373380
35, 389258
570, 528186
1210, 388641
525, 346622
994, 390433
1071, 319490
533, 296841
639, 437293
595, 283718
974, 362820
652, 381374
0, 386075
330, 469983
208, 380646
667, 539022
185, 392530
76, 346000
948, 318486
118, 365807
264, 434166
548, 326171
322, 418414
395, 373880
551, 367725
160, 396974
876, 377077
1219, 334970
297, 365466
802, 355490
141, 326722
231, 257611
295, 560906
59, 425903
7, 386507
752, 290759
546, 350913
1197, 369354
255, 394287
490, 426366
283, 341242
12, 384992
129, 295757
782, 433513
581, 491081
692, 426971
71, 398933
821, 352505
426, 382427
920, 431942
