seed, Total Cost T
595, 1.24128e+09
867, 1.07297e+09
761, 1.17812e+09
829, 1.22663e+09
377, 1.33108e+09
185, 1.11839e+09
41, 1.25631e+09
198, 1.2154e+09
989, 1.24306e+09
172, 1.1098e+09
