seed, Total QALY
304, 382846
1082, 356724
168, 338095
143, 287107
182, 345993
482, 382818
87, 236016
766, 488531
774, 340506
229, 277318
733, 395487
814, 357283
1112, 424808
547, 337460
845, 378160
249, 352264
711, 363970
455, 358870
379, 411386
116, 310608
309, 409162
412, 445740
1147, 414314
878, 321890
905, 284034
838, 390187
964, 372972
596, 423036
995, 493849
503, 368903
662, 299428
1126, 506826
737, 415610
963, 331615
598, 248066
1041, 404571
285, 525502
884, 415406
805, 411330
693, 381343
613, 256284
648, 346031
349, 399856
265, 394762
16, 379539
56, 404438
671, 321957
106, 396021
756, 350126
644, 224759
150, 386972
727, 436035
1067, 409910
1209, 347460
323, 352428
1235, 386624
266, 339783
607, 274493
1015, 313129
1106, 470320
593, 370307
958, 410208
698, 358334
880, 443412
27, 424959
1138, 354658
198, 321881
972, 334885
747, 322516
346, 469582
225, 451484
465, 383857
53, 292813
792, 419062
811, 258316
977, 362792
1132, 464660
33, 408160
870, 370928
459, 382359
702, 416612
427, 300882
145, 346799
237, 445714
446, 369036
169, 324776
236, 367816
796, 366077
410, 363164
131, 440648
219, 445778
687, 467398
49, 389695
591, 411692
79, 341806
750, 460033
63, 304894
919, 390231
650, 288861
1065, 337191
926, 277817
90, 480644
790, 390326
1046, 389032
373, 454486
57, 343372
1085, 430571
1170, 398185
1062, 254953
826, 399259
569, 386445
207, 395903
798, 412708
165, 412638
88, 397605
6, 559547
495, 337064
538, 459506
959, 401650
941, 284191
1146, 291899
934, 382399
1119, 326327
1044, 398459
655, 391520
897, 362051
555, 337350
257, 401168
385, 309597
404, 296170
848, 505131
902, 381405
82, 313803
1130, 525717
1108, 389765
895, 293982
1011, 338402
303, 364351
438, 358677
968, 323616
557, 398136
1070, 440282
1094, 394121
911, 432793
1133, 435589
36, 429196
109, 396046
355, 386314
661, 307405
1023, 411263
122, 344394
509, 408534
499, 445019
378, 531147
1128, 362606
562, 459259
476, 398560
833, 314987
1110, 280793
1022, 459014
392, 389672
1031, 297842
248, 372813
35, 388935
570, 527461
1210, 388136
525, 346356
994, 390266
1071, 318871
533, 296185
639, 436929
595, 283464
974, 362297
652, 380824
0, 386030
330, 469649
208, 380375
667, 538886
185, 392111
76, 345999
948, 317946
118, 365455
264, 433814
548, 325881
322, 418329
395, 373437
551, 367232
160, 396512
876, 376679
