seed, Total QALY
304, 382842
1082, 356721
168, 338090
143, 287107
182, 345990
482, 382819
87, 236014
766, 488529
774, 340501
229, 277318
733, 395484
814, 357284
1112, 424805
547, 337461
845, 378160
249, 352265
711, 363967
455, 358870
379, 411383
116, 310604
309, 409155
412, 445735
1147, 414312
878, 321888
905, 284038
838, 390180
964, 372969
596, 423033
995, 493848
503, 368902
662, 299426
1126, 506822
737, 415612
963, 331610
598, 248066
1041, 404565
285, 525493
884, 415404
805, 411332
693, 381347
613, 256286
648, 346031
349, 399856
265, 394759
16, 379529
56, 404434
671, 321955
106, 396015
756, 350125
644, 224759
150, 386970
727, 436036
1067, 409907
1209, 347453
323, 352425
1235, 386623
266, 339779
607, 274491
1015, 313126
1106, 470311
593, 370306
958, 410211
698, 358335
880, 443404
27, 424960
1138, 354654
198, 321881
972, 334878
747, 322518
346, 469580
225, 451482
465, 383857
53, 292812
792, 419063
811, 258316
977, 362787
1132, 464658
33, 408155
870, 370925
459, 382361
702, 416614
427, 300879
145, 346790
237, 445713
446, 369039
169, 324774
236, 367816
796, 366075
410, 363162
131, 440639
219, 445776
687, 467400
49, 389684
591, 411691
79, 341800
750, 460025
63, 304884
919, 390222
650, 288861
1065, 337183
926, 277814
90, 480636
790, 390328
1046, 389026
373, 454487
57, 343369
1085, 430563
1170, 398181
1062, 254952
826, 399254
569, 386443
207, 395902
798, 412703
165, 412635
88, 397601
6, 559537
495, 337065
538, 459509
959, 401644
941, 284191
1146, 291894
934, 382393
1119, 326326
1044, 398457
655, 391515
897, 362049
555, 337349
257, 401166
385, 309596
404, 296172
848, 505127
902, 381401
82, 313797
1130, 525713
1108, 389758
895, 293981
1011, 338401
303, 364345
438, 358673
968, 323617
557, 398130
1070, 440276
1094, 394119
911, 432789
1133, 435587
36, 429189
109, 396041
355, 386318
661, 307401
1023, 411265
122, 344390
509, 408530
499, 445017
378, 531140
1128, 362606
562, 459262
476, 398560
833, 314985
1110, 280790
1022, 459015
392, 389673
1031, 297843
248, 372812
35, 388924
570, 527458
1210, 388125
525, 346357
994, 390262
1071, 318864
533, 296183
639, 436928
595, 283461
974, 362290
652, 380823
0, 386023
330, 469649
208, 380374
667, 538884
185, 392110
76, 345994
948, 317944
118, 365444
264, 433810
548, 325878
322, 418327
395, 373441
551, 367230
160, 396510
876, 376678
1219, 334764
297, 365225
802, 354957
141, 326478
231, 257566
295, 560810
59, 425571
7, 385978
752, 290516
546, 350465
1197, 368791
255, 393996
490, 425872
283, 340817
12, 384844
129, 295391
782, 433188
581, 490596
692, 426625
71, 398535
821, 352065
426, 382091
920, 431398
882, 304705
102, 430433
188, 321443
657, 283977
840, 356446
757, 422690
529, 450032
630, 294956
522, 408062
350, 337621
558, 466979
14, 435279
605, 307087
492, 378956
291, 361591
588, 334838
135, 329028
1123, 344110
1233, 439530
252, 299248
220, 418948
918, 273318
171, 450557
1215, 352401
91, 373572
5, 372666
296, 495802
1086, 339289
61, 409211
571, 300762
510, 265408
307, 382034
383, 362798
475, 289587
925, 321840
993, 330111
651, 373509
1043, 468009
1212, 336114
786, 329575
606, 440400
886, 339274
957, 344941
263, 454176
763, 405444
1056, 353746
809, 588247
443, 337919
338, 344531
26, 335858
1154, 433369
407, 422570
632, 396411
177, 308434
691, 353885
247, 339165
352, 346720
784, 393141
1017, 352609
631, 305806
320, 522601
770, 326547
1188, 268388
452, 433354
1129, 332293
512, 409865
1109, 436886
715, 358155
780, 430809
933, 442138
991, 371159
365, 368520
484, 411970
227, 334640
251, 463396
445, 346851
611, 324575
701, 270761
653, 506861
697, 419241
755, 192636
1036, 486431
94, 374460
846, 383132
235, 330330
113, 361182
66, 427454
975, 317792
997, 347522
396, 312383
327, 384722
10, 568003
300, 372871
226, 330393
1180, 321557
163, 347207
1117, 325390
666, 397315
273, 437018
183, 399169
1020, 359369
310, 470280
95, 342611
1054, 440542
202, 375171
638, 486619
709, 285727
996, 408588
39, 449423
764, 524456
708, 392940
1168, 372627
184, 383954
241, 302234
431, 287035
147, 363520
642, 336360
1200, 361477
312, 483619
17, 513225
640, 385485
1014, 383003
158, 429540
380, 352179
319, 482545
791, 371715
1232, 387823
734, 324427
318, 508698
628, 437734
815, 267520
504, 375610
224, 409341
965, 545840
374, 382480
301, 464023
164, 369301
125, 393504
556, 367379
1006, 481103
429, 385809
992, 364419
337, 456553
1089, 389618
74, 328369
935, 437009
539, 406008
754, 355283
428, 345149
1157, 436262
13, 374895
1246, 388258
342, 301276
1081, 339157
483, 356029
299, 434620
175, 350409
1238, 468446
434, 441303
111, 348418
47, 388907
760, 400219
1173, 341691
409, 410284
844, 453751
1206, 326076
321, 393205
1051, 389140
850, 344138
284, 351787
527, 480174
441, 370336
413, 484161
1093, 270261
382, 487742
140, 441918
620, 442417
1009, 395514
269, 353131
1136, 397287
1214, 393375
170, 353633
1042, 437058
726, 388050
1152, 314872
955, 337960
1198, 319087
401, 292690
45, 384869
403, 343351
1040, 438713
1007, 367851
690, 433734
610, 479387
136, 362669
83, 411136
679, 378566
240, 438106
1145, 372439
629, 403053
616, 367310
717, 322304
635, 360198
9, 383250
1217, 365477
89, 313858
228, 304283
120, 385113
929, 292186
479, 292865
363, 424500
281, 399663
867, 383275
181, 418855
1165, 326044
142, 315832
721, 386235
423, 355054
473, 384566
282, 295939
609, 400643
864, 371315
913, 333383
1201, 333587
1240, 350361
1103, 420217
950, 340345
1189, 294433
917, 366211
847, 307531
930, 418642
1153, 498560
471, 424846
334, 361264
486, 437145
279, 331320
81, 400750
341, 402665
985, 532886
508, 361238
1156, 405928
800, 413797
769, 488874
1029, 470939
127, 282273
55, 424543
1193, 421337
340, 524863
827, 415915
1037, 317760
388, 280042
1068, 401842
743, 491604
912, 334616
940, 437202
1005, 472230
213, 457757
1236, 394992
633, 420953
326, 396488
397, 524145
1114, 429941
174, 364922
343, 396155
419, 313889
501, 413689
245, 403163
149, 311035
682, 281324
288, 402137
497, 399736
627, 436257
317, 400861
485, 351288
554, 251430
204, 307396
398, 369495
818, 387150
874, 289748
420, 458073
167, 374045
1166, 371035
242, 318682
804, 397082
952, 463513
408, 312925
73, 306610
313, 532417
822, 471733
315, 400934
246, 407282
1018, 346367
789, 363410
78, 298343
889, 514001
1047, 294019
777, 290958
659, 432992
704, 408970
454, 312016
1167, 415828
356, 342897
1104, 406375
402, 364323
387, 354454
1186, 357581
114, 468985
457, 326811
696, 318130
1164, 289342
112, 545339
980, 355015
887, 414446
576, 327053
634, 360834
133, 284048
675, 420599
857, 374194
686, 393937
15, 427263
293, 422768
853, 313633
981, 314945
1028, 386198
849, 348838
161, 354805
32, 364864
615, 240605
739, 285969
1091, 359860
1008, 319202
863, 388110
1231, 339757
660, 369116
186, 373596
795, 342183
1100, 304899
316, 429751
706, 347827
1150, 498669
194, 441362
656, 353620
900, 347651
84, 519055
520, 307715
369, 460480
820, 282194
381, 389888
560, 428064
861, 457809
761, 440550
625, 433203
665, 440924
528, 333214
530, 381205
481, 369306
138, 351357
967, 413431
723, 322781
579, 381015
335, 408117
890, 357420
944, 390987
549, 294168
1175, 400388
359, 394443
817, 417560
731, 497429
178, 380775
11, 403872
852, 398178
1003, 462585
564, 354700
732, 381860
250, 303874
191, 361774
649, 405846
909, 324051
1083, 411084
368, 430143
1000, 315412
19, 417931
535, 299983
962, 324205
199, 444209
683, 263368
386, 466901
308, 581267
841, 362004
212, 354969
916, 334432
1228, 380207
1187, 304264
623, 393026
478, 363997
1049, 345434
824, 411500
871, 422808
1063, 392711
1194, 487130
694, 508673
1024, 396061
542, 393329
1050, 365903
262, 408139
195, 374198
600, 328511
966, 428263
37, 551145
544, 358446
714, 391802
498, 334205
883, 457029
193, 369424
608, 259980
197, 371137
771, 327229
808, 408185
48, 459357
1241, 379836
1174, 336944
1234, 358699
23, 358102
348, 432562
469, 317775
858, 348809
603, 327884
1237, 422662
1002, 482220
953, 383932
21, 446474
1181, 374211
707, 601330
496, 543480
1098, 501586
829, 342612
405, 354106
1204, 329653
31, 358218
646, 352471
928, 282778
253, 435892
289, 396561
154, 436820
830, 436043
1078, 336774
987, 405879
271, 309376
969, 414171
107, 350195
258, 573854
44, 391453
881, 267020
1025, 308317
86, 367766
574, 389924
594, 383313
223, 392134
1199, 338600
406, 456150
132, 410806
855, 406825
1211, 358981
839, 440729
636, 407677
746, 438527
859, 381308
417, 365105
819, 370027
537, 342476
1141, 373123
781, 353585
103, 395982
500, 406857
1075, 386518
506, 415069
1243, 385880
901, 389867
372, 322347
956, 348958
360, 375561
384, 440558
945, 343674
1205, 366338
524, 408454
885, 310992
1069, 372426
812, 415236
1, 282778
563, 344787
768, 326689
513, 385479
813, 337713
153, 457987
1184, 358441
1247, 344197
58, 493453
156, 381942
463, 401848
673, 398292
1202, 388564
1102, 434196
1185, 276005
421, 328526
1107, 316367
725, 339192
1048, 305628
767, 396141
835, 371699
577, 273314
678, 379773
1120, 355975
515, 361626
932, 382917
1088, 252691
477, 307405
1176, 342481
931, 313989
97, 316645
730, 383745
1245, 312237
172, 352202
751, 367782
1134, 315917
741, 392208
1135, 363315
1076, 345833
1016, 478468
677, 285500
689, 340765
298, 361191
180, 345446
176, 377398
572, 296789
75, 458899
785, 340969
1142, 415014
336, 356356
41, 595476
230, 314218
389, 416890
971, 432985
391, 449136
437, 397427
587, 313669
1012, 439743
1074, 352873
1224, 383946
585, 330227
460, 286582
345, 324991
215, 398597
736, 296848
137, 376911
668, 481270
433, 290406
260, 398736
561, 431287
748, 367201
617, 307731
762, 349614
491, 304465
1090, 410995
578, 377897
904, 365946
1035, 321405
801, 410070
787, 412323
898, 364118
267, 437086
976, 443271
580, 403538
487, 400164
1190, 436363
1079, 273358
803, 457532
1244, 386239
583, 375198
411, 381783
115, 468595
99, 308663
196, 353974
166, 394539
540, 342952
832, 300729
272, 432718
280, 414869
866, 451878
104, 371013
970, 313634
302, 372917
1222, 348108
206, 312178
20, 374225
275, 417041
672, 315451
999, 459263
67, 426379
425, 312859
1151, 331267
856, 421182
480, 384008
72, 358147
1144, 349778
1053, 359203
121, 357853
105, 390385
34, 341383
399, 362934
440, 367633
523, 328824
435, 309408
201, 494904
778, 412863
998, 380965
1137, 430590
1239, 412572
729, 291618
453, 453725
753, 358661
828, 402441
451, 408121
211, 522861
836, 340829
582, 351255
1061, 408555
361, 422023
519, 401215
328, 423802
908, 491731
518, 331831
1039, 397029
126, 309537
713, 353810
601, 359786
511, 303322
942, 311681
394, 337104
862, 331717
1057, 312015
783, 411239
983, 445078
843, 350259
567, 266267
1149, 363306
450, 386550
366, 375591
534, 305268
108, 408944
244, 396119
46, 312208
311, 280148
