seed, Total QALY
304, 350673
1082, 321640
168, 302979
143, 257151
182, 306637
482, 347046
87, 216641
766, 443273
774, 311421
229, 257899
733, 352832
814, 320349
1112, 387408
547, 302590
845, 344472
249, 328905
711, 328756
455, 331689
379, 374595
116, 281546
309, 376289
412, 403042
1147, 382218
878, 292397
905, 258825
838, 353182
964, 341615
596, 381602
995, 457350
503, 337699
662, 276752
1126, 454819
737, 379814
963, 301469
598, 226311
1041, 361413
285, 470311
884, 387806
805, 379208
693, 346315
613, 234340
648, 318936
349, 372164
265, 363745
16, 352330
56, 376371
671, 294812
106, 356018
756, 318654
644, 204495
150, 346749
727, 387138
1067, 372109
1209, 316785
323, 323260
1235, 345026
266, 305969
607, 251290
1015, 291522
1106, 440034
593, 334356
958, 375305
698, 329844
880, 398500
27, 393900
1138, 326232
198, 293965
972, 308464
747, 293303
346, 433307
225, 415049
465, 353257
53, 266936
792, 382069
811, 235464
977, 333958
1132, 410293
33, 377761
870, 340623
459, 346192
702, 381097
427, 278701
145, 311648
237, 410845
446, 329932
169, 290390
236, 333151
796, 326919
410, 331741
131, 400583
219, 401254
687, 429148
49, 354526
591, 379304
79, 313172
750, 416787
63, 276212
919, 347340
650, 266639
1065, 311469
926, 254830
90, 449554
790, 339386
1046, 355051
373, 421335
57, 314270
1085, 390073
1170, 364021
1062, 236622
826, 365098
569, 355778
207, 354598
798, 375607
165, 378841
88, 360495
6, 520562
495, 307420
538, 415252
959, 370429
941, 260716
1146, 266967
934, 346996
1119, 304737
1044, 367397
655, 363058
897, 328252
555, 300717
257, 379211
385, 275956
404, 274302
848, 463000
902, 349200
82, 286954
1130, 470198
1108, 365228
895, 268916
1011, 311956
303, 340799
438, 328778
968, 299877
557, 365994
1070, 405069
1094, 369955
911, 392834
1133, 400472
36, 389414
109, 365965
355, 351452
661, 279050
1023, 379103
122, 314608
509, 378245
499, 403928
378, 493103
1128, 336761
562, 413689
476, 355636
833, 287527
1110, 254174
1022, 418580
392, 358978
1031, 274109
248, 341843
35, 358367
570, 484843
1210, 366984
525, 316122
994, 359170
1071, 283364
533, 270451
639, 399477
595, 252472
974, 330016
652, 343163
0, 342132
330, 431736
208, 346948
667, 484099
185, 357964
76, 315277
948, 296206
118, 340479
264, 389211
548, 299237
322, 381581
395, 342621
551, 328807
160, 365950
876, 349846
1219, 305306
297, 335824
802, 325356
141, 291806
231, 231453
295, 514360
59, 383847
7, 352274
752, 267620
546, 320243
1197, 339195
255, 369234
490, 388340
283, 316316
12, 361632
129, 267040
782, 396649
581, 442848
692, 380849
71, 367696
821, 309997
426, 347164
920, 400451
882, 278564
102, 393082
188, 288329
657, 265754
840, 328408
757, 382240
529, 410927
630, 275389
522, 384200
350, 308433
558, 430157
14, 393870
605, 277745
492, 343773
291, 334524
588, 313892
135, 306936
1123, 315483
1233, 403559
252, 281808
220, 391848
918, 247797
171, 415180
1215, 319136
91, 341723
5, 348548
296, 452544
1086, 311732
61, 375072
571, 276936
510, 238114
307, 359529
383, 333877
475, 269173
925, 296100
993, 309557
651, 342775
1043, 426974
1212, 306290
786, 306553
606, 395594
886, 316101
957, 306660
263, 422525
763, 374649
1056, 331838
809, 493180
443, 314134
338, 315190
26, 302991
1154, 388352
407, 382671
632, 357894
177, 273528
691, 319445
247, 303857
352, 315393
784, 362170
1017, 309044
631, 281827
320, 468356
770, 304698
1188, 238961
452, 395847
1129, 297697
512, 374692
1109, 404122
715, 330224
780, 390660
933, 402205
991, 343805
365, 341013
484, 375488
227, 295027
251, 427796
445, 314962
611, 299596
701, 236926
653, 456338
697, 386807
755, 177786
1036, 446448
94, 343587
846, 340595
235, 294212
113, 330547
66, 393544
975, 294153
997, 308883
396, 281402
327, 348312
10, 510049
300, 350900
226, 295837
1180, 295191
163, 318207
1117, 294451
666, 359125
273, 406468
183, 352638
1020, 325999
310, 434836
95, 312635
1054, 405816
202, 342704
638, 457002
709, 264263
996, 374644
39, 405662
764, 487483
708, 364130
1168, 345562
184, 348256
241, 277567
431, 268245
147, 338690
642, 313022
1200, 327757
312, 445677
17, 464582
640, 356221
1014, 355826
158, 396593
380, 326936
319, 436609
791, 333478
1232, 360236
734, 293283
318, 465488
628, 390901
815, 231792
504, 347236
224, 364836
965, 507840
374, 352047
301, 430666
164, 340204
125, 352132
556, 332570
1006, 437166
429, 351431
992, 329316
337, 411285
1089, 338041
74, 302417
935, 406273
539, 365600
754, 324991
428, 326488
1157, 392649
13, 345123
1246, 360726
342, 283155
1081, 311837
483, 321743
299, 401920
175, 314501
1238, 428820
434, 401814
111, 317868
47, 361973
760, 358255
1173, 316887
409, 376560
844, 413009
1206, 300472
321, 360529
1051, 360297
850, 310803
284, 324105
527, 450513
441, 335222
413, 451234
1093, 253989
382, 449486
140, 393167
620, 405224
1009, 359454
269, 323616
1136, 352665
1214, 363456
170, 323439
1042, 408255
726, 350345
1152, 286564
955, 314294
1198, 292623
401, 258610
45, 355032
403, 311551
1040, 400923
1007, 342312
690, 390229
610, 437704
136, 327243
83, 367509
679, 350570
240, 402053
1145, 345017
629, 373791
616, 330073
717, 287187
635, 328143
9, 349799
1217, 335488
89, 291952
228, 275763
120, 351856
929, 266441
479, 269984
363, 385400
281, 373219
867, 336219
181, 374215
1165, 285657
142, 280687
721, 344765
423, 327845
473, 357795
282, 273212
609, 361031
864, 327981
913, 309572
1201, 304012
1240, 321820
1103, 381800
950, 303549
1189, 275639
917, 338937
847, 272128
930, 382487
1153, 458046
471, 378345
334, 329010
486, 395394
279, 309213
81, 357939
341, 379730
985, 489562
508, 326606
1156, 371617
800, 379603
769, 450345
1029, 437380
127, 256598
55, 390327
1193, 390699
340, 480297
827, 382394
1037, 280882
388, 253943
1068, 361509
743, 445765
912, 307186
940, 398818
1005, 430925
213, 419068
1236, 367047
633, 384782
326, 366411
397, 490810
1114, 382376
174, 329794
343, 364763
419, 286260
501, 375745
245, 363112
149, 285135
682, 259955
288, 371219
497, 364454
627, 405637
317, 374298
485, 310875
554, 228384
204, 282179
398, 342124
818, 351618
874, 263996
420, 427499
167, 342011
1166, 338634
242, 292870
804, 355059
952, 413107
408, 293066
73, 281147
313, 476879
822, 425688
315, 368212
246, 377817
1018, 319139
789, 329819
78, 276840
889, 459218
1047, 262969
777, 267201
659, 381241
704, 374196
454, 282539
1167, 388785
356, 312574
1104, 375635
402, 334434
387, 316089
1186, 323536
114, 426032
457, 303522
696, 288613
1164, 265406
112, 502105
980, 324904
887, 373879
576, 300888
634, 333657
133, 255797
675, 383192
857, 339650
686, 366308
15, 400232
293, 387243
853, 286899
981, 292453
1028, 361572
849, 316544
161, 320019
32, 339704
615, 217320
739, 264882
1091, 330657
1008, 290557
863, 352409
1231, 306951
660, 337088
186, 335042
795, 309310
1100, 273856
316, 387875
706, 318816
1150, 458496
194, 402181
656, 324692
900, 311497
84, 430699
520, 286795
369, 415768
820, 261794
381, 351714
560, 385183
861, 410299
761, 393580
625, 396820
665, 408950
528, 311721
530, 347261
481, 335217
138, 321696
967, 380699
723, 301160
579, 349691
335, 368927
890, 321849
944, 367130
549, 268965
1175, 372277
359, 366376
817, 381155
731, 450118
178, 346617
11, 369378
852, 356953
1003, 419334
564, 326685
732, 346063
250, 279789
191, 331980
649, 374458
909, 301739
1083, 378901
368, 395953
1000, 291033
19, 377447
535, 273041
962, 299387
199, 408838
683, 244378
386, 421437
308, 525904
841, 326450
212, 325093
916, 297221
1228, 335515
1187, 277620
623, 355228
478, 332148
1049, 318368
824, 380168
871, 377074
1063, 354086
1194, 443320
694, 473976
1024, 362446
542, 360406
1050, 332271
262, 377852
195, 332502
600, 299769
966, 390718
37, 509964
544, 331500
714, 362769
498, 303405
883, 400088
193, 343866
608, 239559
197, 337149
771, 299524
808, 367892
48, 419742
1241, 351633
1174, 311211
1234, 326025
23, 320384
348, 391701
469, 286307
858, 323378
603, 303278
1237, 382062
1002, 436692
953, 346530
21, 409191
1181, 342129
707, 545298
496, 494401
1098, 460775
829, 319247
405, 326905
1204, 301717
31, 319010
646, 325081
928, 260975
253, 401363
289, 368391
154, 404417
830, 397063
1078, 306222
987, 370661
271, 290749
969, 381844
107, 319291
258, 542050
44, 361266
881, 246755
1025, 285053
86, 325048
574, 358654
594, 351076
223, 359929
1199, 312500
406, 421270
132, 372147
855, 368837
1211, 323215
839, 404353
636, 377249
746, 394543
859, 350774
417, 335438
819, 342872
537, 307569
1141, 345474
781, 324317
103, 363971
500, 378797
1075, 357802
506, 377456
1243, 350850
901, 356538
372, 295389
956, 309909
360, 346796
384, 408457
945, 304281
1205, 337172
524, 373293
885, 279392
1069, 341118
812, 384267
1, 265189
563, 321019
768, 300832
513, 353503
813, 308122
153, 403168
1184, 328736
1247, 316044
58, 429714
156, 351706
463, 358026
673, 366962
1202, 356476
1102, 393309
1185, 253058
421, 306922
1107, 284762
725, 310193
1048, 276509
767, 368706
835, 337842
577, 247752
678, 352857
1120, 322436
515, 326557
932, 350535
1088, 229791
477, 276654
1176, 318726
931, 287077
97, 286912
730, 348438
1245, 276174
172, 320291
751, 324019
1134, 296777
741, 353735
1135, 324503
1076, 316393
1016, 443501
677, 254353
689, 308835
298, 330180
180, 309844
176, 342200
572, 272307
75, 415453
785, 309785
1142, 386145
336, 333151
41, 526759
230, 286932
389, 378193
971, 403898
391, 414867
437, 349974
587, 291119
1012, 406141
1074, 326114
1224, 351512
585, 302251
460, 264484
345, 296279
215, 365617
736, 263342
137, 343941
668, 438441
433, 263303
260, 371884
561, 379445
748, 336106
617, 271108
762, 322446
491, 276407
1090, 375902
578, 337639
904, 335496
1035, 292491
801, 352983
787, 373271
898, 329469
267, 406918
976, 408854
580, 368412
487, 372455
1190, 406587
1079, 253284
803, 403265
1244, 345948
583, 340835
411, 351728
115, 427772
99, 283875
196, 326871
166, 352820
540, 309298
832, 274195
272, 407248
280, 389090
866, 404781
104, 328554
970, 285799
302, 347190
1222, 317894
206, 284210
20, 343389
275, 384626
672, 286635
999, 428554
67, 388152
425, 273469
1151, 310962
856, 382817
480, 352386
72, 333461
1144, 326793
1053, 329210
121, 327271
105, 351453
34, 322406
399, 323107
440, 336830
523, 300181
435, 291379
201, 454929
778, 377380
998, 354790
1137, 387112
1239, 379781
729, 261883
453, 415707
753, 326493
828, 375080
451, 378270
211, 485219
836, 315345
582, 321768
1061, 377362
361, 385337
519, 365715
328, 388267
908, 446537
518, 306935
1039, 369549
126, 287998
713, 323088
601, 322602
511, 279747
942, 291331
394, 302186
862, 302175
1057, 275059
783, 375640
983, 410081
843, 314167
567, 240869
1149, 331450
450, 356414
366, 338201
534, 280750
108, 369585
244, 354786
46, 287929
311, 250950
464, 259511
922, 397732
77, 370446
130, 302667
2, 407028
155, 350013
894, 422793
949, 424968
22, 264658
592, 362715
268, 361623
984, 381953
461, 346249
647, 277677
148, 373841
1158, 423107
159, 365810
810, 343148
654, 378767
1027, 370082
1115, 317547
502, 332386
1223, 300065
414, 390674
684, 346952
354, 357945
877, 360735
110, 291648
357, 314869
494, 386315
233, 281885
329, 329481
851, 313389
286, 302102
614, 338548
274, 336233
371, 385654
62, 437195
217, 310639
400, 307780
306, 318046
442, 307260
681, 405959
1248, 377621
892, 281996
664, 346344
720, 340577
218, 381608
772, 359389
493, 422760
602, 415061
351, 359028
1148, 304017
134, 349187
860, 437576
1019, 327964
1160, 345078
28, 401794
1208, 253980
444, 350724
390, 419906
353, 338547
1192, 310992
794, 369901
745, 410208
456, 391616
722, 282922
988, 372825
1066, 345749
621, 243125
584, 282994
200, 272131
216, 357203
1161, 388553
209, 293701
676, 336032
93, 448419
1162, 339823
238, 388206
586, 309550
439, 301410
1191, 392200
1092, 459677
1084, 351811
1203, 373365
1055, 356188
738, 315865
618, 335819
162, 324508
543, 267221
744, 389428
259, 432818
505, 357909
699, 319574
119, 282353
54, 298550
222, 315897
669, 336813
192, 307258
896, 306808
816, 347875
173, 311267
30, 333831
710, 259554
712, 342227
1059, 289795
65, 344742
