seed, Total QALY
304, 331485
1082, 275804
168, 274117
143, 233978
182, 271753
482, 265502
87, 208066
766, 386084
774, 257270
229, 224411
733, 340034
814, 303058
1112, 343678
547, 282340
845, 314981
249, 307037
711, 287773
455, 296233
379, 325508
116, 261551
309, 344407
412, 363760
1147, 335022
878, 247053
905, 228698
838, 306513
964, 282584
596, 322399
995, 435038
503, 292757
662, 253655
1126, 429313
737, 356006
963, 286614
598, 186462
1041, 316882
285, 414043
884, 331058
805, 343246
693, 292329
613, 223869
648, 302214
349, 353616
265, 295726
16, 297795
56, 342384
671, 263103
106, 340449
756, 271415
644, 203189
150, 325396
727, 352971
1067, 317738
1209, 268690
323, 254072
1235, 341895
266, 285977
607, 241396
1015, 246417
1106, 371593
593, 247559
958, 362003
698, 284897
880, 365786
27, 346980
1138, 296912
198, 266017
972, 223623
747, 260042
346, 385740
225, 328871
465, 270121
53, 241473
792, 335183
811, 227208
977, 274416
1132, 398904
33, 324153
870, 287402
459, 278270
702, 319513
427, 276636
145, 262843
237, 371484
446, 325255
169, 282021
236, 291788
796, 323637
410, 285201
131, 365369
219, 358330
687, 375889
49, 304790
591, 333878
79, 260831
750, 349967
63, 242439
919, 299919
650, 254502
1065, 278617
926, 236540
90, 413462
790, 328126
1046, 298716
373, 345919
57, 285763
1085, 345247
1170, 339322
1062, 216073
826, 347034
569, 317305
207, 295968
798, 359605
165, 347550
88, 359099
6, 454666
495, 273260
538, 371553
959, 323234
941, 232038
1146, 253788
934, 288268
1119, 293933
1044, 341628
655, 317229
897, 286736
555, 296840
257, 331629
385, 263946
404, 257887
848, 406457
902, 290199
82, 249416
1130, 436445
1108, 315868
895, 237334
1011, 267391
303, 317842
438, 268703
968, 268154
557, 307787
1070, 361243
1094, 333345
911, 329837
1133, 345951
36, 363008
109, 346378
355, 328334
661, 243383
1023, 335329
122, 273804
509, 320890
499, 366199
378, 386933
1128, 288362
562, 310463
476, 353178
833, 272033
1110, 247469
1022, 370667
392, 337588
1031, 252234
248, 313846
35, 315589
570, 395713
1210, 294658
525, 263284
994, 323705
1071, 244014
533, 265209
639, 334002
595, 251240
974, 295213
652, 316153
0, 310018
330, 356101
208, 264640
667, 399259
185, 310731
76, 274631
948, 255151
118, 306382
264, 378981
548, 252565
322, 358343
395, 291262
551, 312220
160, 339493
876, 312250
1219, 265254
297, 279065
802, 290844
141, 269027
231, 224814
295, 402293
59, 349008
7, 308654
752, 226266
546, 281319
1197, 286159
255, 341712
490, 334467
283, 262276
12, 332856
129, 252170
782, 301330
581, 363026
692, 357698
71, 335412
821, 289462
426, 299881
920, 326953
882, 253516
102, 342619
188, 267135
657, 218260
840, 275516
757, 366277
529, 423112
630, 238971
522, 350223
350, 260750
558, 377868
14, 297730
605, 257759
492, 315173
291, 296671
588, 286427
135, 276197
1123, 293258
1233, 380429
252, 257169
220, 372159
918, 239351
171, 338709
1215, 290793
91, 268113
5, 304325
296, 360878
1086, 295678
61, 307709
571, 259682
510, 202348
307, 319448
383, 291561
475, 260632
925, 271502
993, 292953
651, 297611
1043, 335820
1212, 286478
786, 261398
606, 373062
886, 283285
957, 299046
263, 333114
763, 343039
1056, 305049
809, 521660
443, 282245
338, 279790
26, 294873
1154, 343691
407, 343307
632, 311322
177, 263994
691, 283743
247, 288138
352, 299647
784, 331410
1017, 289783
631, 250026
320, 425506
770, 262870
1188, 226553
452, 328516
1129, 300302
512, 318051
1109, 313235
715, 272643
780, 353502
933, 365814
991, 287561
365, 301689
484, 329584
227, 253768
251, 347009
445, 299954
611, 268750
701, 218721
653, 444066
697, 298729
755, 161494
1036, 392584
94, 327877
846, 328284
235, 272635
113, 285018
66, 322945
975, 259209
997, 273172
396, 249166
327, 331091
10, 443208
300, 310016
226, 288245
1180, 272192
163, 277943
1117, 240274
666, 335335
273, 366839
183, 329365
1020, 281113
310, 337186
95, 318952
1054, 361404
202, 314443
638, 387826
709, 231636
996, 305527
39, 361431
764, 380424
708, 319021
1168, 281247
184, 327250
241, 254179
431, 247187
147, 295509
642, 267754
1200, 272741
312, 389055
17, 440487
640, 317493
1014, 303165
158, 307349
380, 301797
319, 358128
791, 292702
1232, 317504
734, 270567
318, 412618
628, 365661
815, 251104
504, 334736
224, 355741
965, 425066
374, 344125
301, 389619
164, 303148
125, 351151
556, 303964
1006, 407048
429, 331742
992, 270668
337, 385263
1089, 340312
74, 269950
935, 366264
539, 354600
754, 322260
428, 262477
1157, 367021
13, 296475
1246, 323805
342, 241717
1081, 299766
483, 320014
299, 348445
175, 286598
1238, 363845
434, 350071
111, 285289
47, 332872
760, 324968
1173, 236551
409, 297556
844, 375493
1206, 249320
321, 353109
1051, 293776
850, 287462
284, 313375
527, 402993
441, 304883
413, 424224
1093, 245793
382, 368473
140, 343914
620, 363358
1009, 315132
269, 279173
1136, 311161
1214, 314149
170, 313344
1042, 347526
726, 320709
1152, 250660
955, 297835
1198, 278751
401, 233821
45, 314149
403, 296818
1040, 346164
1007, 303209
690, 325013
610, 380429
136, 275917
83, 330062
679, 295182
240, 335705
1145, 303651
629, 331438
616, 307053
717, 271528
635, 295944
9, 289361
1217, 302176
89, 253162
228, 249529
120, 287811
929, 232276
479, 223098
363, 351622
281, 338211
867, 298361
181, 350616
1165, 269762
142, 244552
721, 331166
423, 307277
473, 327352
282, 235938
609, 320095
864, 313838
913, 276543
1201, 272073
1240, 299025
1103, 327718
950, 301660
1189, 261081
917, 335511
847, 233401
930, 353397
1153, 378980
471, 323195
334, 312728
486, 355702
279, 257691
81, 310349
341, 308722
985, 407764
508, 286294
1156, 320816
800, 371618
769, 367613
1029, 375501
127, 221855
55, 343060
1193, 333844
340, 435429
827, 355362
1037, 244255
388, 212129
1068, 346531
743, 411307
912, 276832
940, 347204
1005, 399422
213, 346491
1236, 279065
633, 349772
326, 303616
397, 447631
1114, 352914
174, 298125
343, 285501
419, 263461
501, 361065
245, 336103
149, 272388
682, 228877
288, 349302
497, 277669
627, 343058
317, 339850
485, 273031
554, 209345
204, 219694
398, 313920
818, 322749
874, 222662
420, 372613
167, 307846
1166, 312768
242, 280451
804, 334274
952, 392921
408, 246624
73, 270505
313, 458516
822, 377067
315, 300389
246, 313128
1018, 285470
789, 277457
78, 265183
889, 416469
1047, 228733
777, 231450
659, 364741
704, 331187
454, 257485
1167, 330935
356, 274073
1104, 323817
402, 276473
387, 291177
1186, 268632
114, 387695
457, 272541
696, 243408
1164, 228444
112, 450452
980, 284443
887, 334175
576, 255445
634, 287697
133, 219804
675, 348094
857, 310458
686, 322053
15, 348446
293, 362950
853, 241890
981, 246280
1028, 322289
849, 279314
161, 269572
32, 296371
615, 181788
739, 237868
1091, 290388
1008, 246659
863, 330893
1231, 276881
660, 310337
186, 321563
795, 294395
1100, 271412
316, 355858
706, 298909
1150, 407323
194, 370609
656, 268111
900, 282098
84, 461193
520, 268466
369, 387828
820, 241548
381, 281937
560, 333363
861, 361537
761, 387743
625, 324371
665, 325677
528, 290379
530, 311688
481, 311883
138, 265235
967, 361384
723, 230577
579, 332017
335, 330469
890, 313315
944, 332927
549, 249414
1175, 324167
359, 314920
817, 328772
731, 390774
178, 307819
11, 321416
852, 303555
1003, 383142
564, 279939
732, 332577
250, 247706
191, 315689
649, 327011
909, 287755
1083, 315215
368, 329932
1000, 256481
19, 315608
535, 256373
962, 283739
199, 359283
683, 227868
386, 362703
308, 508048
841, 283330
212, 267779
916, 278094
1228, 322024
1187, 243463
623, 305671
478, 261803
1049, 260964
824, 338314
871, 347216
1063, 323792
1194, 384022
694, 398978
1024, 322088
542, 344349
1050, 290629
262, 302767
195, 290441
600, 279820
966, 340472
37, 449152
544, 304044
714, 323902
498, 298408
883, 362334
193, 307421
608, 236769
197, 283036
771, 281926
808, 359718
48, 373045
1241, 321027
1174, 260633
1234, 277913
23, 257514
348, 351700
469, 267659
858, 297189
603, 247792
1237, 303374
1002, 390273
953, 326389
21, 361787
1181, 288935
707, 530921
496, 424559
1098, 365523
829, 276969
405, 281559
1204, 237490
31, 303767
646, 288541
928, 243107
253, 364232
289, 319449
154, 367071
830, 323456
1078, 233604
987, 327558
271, 250990
969, 343641
107, 255687
258, 518504
44, 349943
881, 218204
1025, 250436
86, 314608
574, 347469
594, 315854
223, 303588
1199, 275081
406, 377409
132, 320400
855, 342796
1211, 281065
839, 383401
636, 329537
746, 374932
859, 311891
417, 277299
819, 304368
537, 280139
1141, 325919
781, 253736
103, 321094
500, 300212
1075, 315748
506, 343049
1243, 322488
901, 319594
372, 227446
956, 296796
360, 308025
384, 374894
945, 260740
1205, 286364
524, 306040
885, 258122
1069, 323480
812, 319238
1, 250551
563, 303240
768, 254550
513, 295454
813, 290766
153, 350718
1184, 278148
1247, 264650
58, 423595
156, 309415
463, 326464
673, 315961
1202, 333413
1102, 355532
1185, 235823
421, 275396
1107, 257189
725, 290652
1048, 248764
767, 327188
835, 315044
577, 223194
678, 304469
1120, 302033
515, 315153
932, 317196
1088, 201377
477, 264898
1176, 270006
931, 264992
97, 257593
730, 290313
1245, 258850
172, 298892
751, 308474
1134, 282331
741, 300251
1135, 258605
1076, 312920
1016, 357032
677, 227629
689, 289122
298, 301125
180, 281112
176, 318514
572, 242389
75, 418705
785, 275895
1142, 347977
336, 280649
41, 500061
230, 242213
389, 355703
971, 352853
391, 354596
437, 333750
587, 248404
1012, 349474
1074, 297954
1224, 323832
585, 262088
460, 242220
345, 250347
215, 324366
736, 252444
137, 310894
668, 371079
433, 248540
260, 294877
561, 340080
748, 314214
617, 271196
762, 308247
491, 260384
1090, 311604
578, 345973
904, 298485
1035, 271360
801, 336459
787, 375950
898, 276526
267, 327690
976, 384190
580, 327533
487, 338089
1190, 334792
1079, 225424
803, 409304
1244, 326301
583, 288551
411, 308515
115, 363663
99, 249893
196, 277583
166, 330994
540, 270276
832, 237950
272, 359599
280, 306112
866, 354759
104, 321041
970, 267285
302, 343595
1222, 291267
206, 269125
20, 322094
275, 322393
672, 253567
999, 341643
67, 342966
425, 269110
1151, 266996
856, 311937
480, 304107
72, 314168
1144, 285576
1053, 277902
121, 272633
105, 311050
34, 299642
399, 286819
440, 265026
523, 267618
435, 251508
201, 438985
778, 334986
998, 314486
1137, 324428
1239, 347923
729, 246131
453, 349079
753, 314896
828, 305316
451, 334962
211, 406671
836, 265381
582, 306615
1061, 332975
361, 361332
519, 303215
328, 357794
908, 368556
518, 250067
1039, 316092
126, 278443
713, 296039
601, 297031
511, 247191
942, 261510
394, 275441
862, 283139
1057, 276905
783, 328472
983, 381452
843, 294806
567, 226873
1149, 287582
450, 307135
366, 310222
534, 267201
108, 309828
244, 290328
46, 264922
311, 230656
464, 227423
922, 349401
77, 308704
130, 247474
2, 347805
155, 309953
894, 356609
949, 396686
22, 203246
592, 321281
268, 286710
984, 384638
461, 295073
647, 255985
148, 347260
1158, 372167
159, 281265
810, 301030
654, 305511
1027, 327060
1115, 294388
502, 291188
1223, 274208
414, 355934
684, 304368
354, 331072
877, 318950
110, 246164
357, 301267
494, 344303
233, 268055
329, 279658
851, 276604
286, 257346
614, 278214
274, 316983
371, 337636
62, 400352
217, 268640
400, 264565
306, 274637
442, 276653
681, 367160
1248, 343791
892, 246756
664, 307143
720, 292492
218, 328653
772, 297644
493, 401228
602, 343025
351, 346073
1148, 273893
134, 330869
860, 391668
1019, 284345
1160, 313408
28, 331537
1208, 201380
444, 296133
390, 369537
353, 320966
1192, 277185
794, 344286
745, 389086
456, 345311
722, 239636
988, 327704
1066, 319777
621, 248602
584, 254088
200, 251328
216, 324654
1161, 352951
209, 291007
676, 306534
93, 385705
1162, 306890
238, 362379
586, 294595
439, 258980
1191, 344636
1092, 346321
1084, 301687
1203, 303144
1055, 283003
738, 278893
618, 290621
162, 282129
543, 244856
744, 335614
259, 356741
505, 340416
699, 284464
119, 243209
54, 268394
222, 287533
669, 267787
192, 282639
896, 273677
816, 307881
173, 291686
30, 292806
710, 216865
712, 322602
1059, 261554
65, 302768
144, 289277
1032, 353896
51, 263517
332, 331513
619, 306163
488, 247935
430, 349398
575, 355562
