seed, Total QALY
304, 381585
1082, 355569
168, 336358
143, 285540
182, 344487
482, 381115
87, 234732
766, 486074
774, 338636
229, 275769
733, 393726
814, 356054
1112, 422845
547, 336203
845, 376026
249, 350515
711, 362173
455, 356415
379, 408334
116, 308233
309, 407381
412, 443953
1147, 411912
878, 319985
905, 282520
838, 387982
964, 371390
596, 420830
995, 491837
503, 366564
662, 297532
1126, 504401
737, 413753
963, 330808
598, 246276
1041, 403000
285, 524153
884, 413726
805, 409776
693, 380243
613, 255137
648, 344214
349, 397895
265, 393212
16, 378191
56, 401867
671, 321046
106, 394227
756, 348210
644, 222965
150, 385610
727, 434381
1067, 407653
1209, 345491
323, 350941
1235, 384740
266, 338243
607, 273160
1015, 311661
1106, 468292
593, 368227
958, 408080
698, 356752
880, 441154
27, 420559
1138, 352762
198, 321074
972, 332655
747, 319725
346, 467652
225, 450676
465, 382567
53, 291116
792, 417405
811, 256603
977, 361627
1132, 462110
33, 406562
870, 369283
459, 380848
702, 414827
427, 299558
145, 344884
237, 444111
446, 366867
169, 322824
236, 365759
796, 364597
410, 361873
131, 438390
219, 443144
687, 465781
49, 386947
591, 409820
79, 340158
750, 457758
63, 303183
919, 387874
650, 287474
1065, 336103
926, 277319
90, 478929
790, 387634
1046, 388074
373, 452232
57, 341164
1085, 428484
1170, 396766
1062, 254696
826, 397459
569, 384997
207, 393761
798, 411119
165, 411180
88, 395635
6, 556719
495, 334887
538, 457864
959, 399982
941, 282535
1146, 289999
934, 380758
1119, 324036
1044, 397052
655, 389398
897, 360580
555, 336532
257, 399113
385, 308097
404, 295667
848, 502651
902, 380068
82, 312330
1130, 523371
1108, 388253
895, 292967
1011, 337421
303, 362460
438, 356729
968, 322229
557, 396571
1070, 438276
1094, 390601
911, 430127
1133, 433571
36, 427842
109, 394648
355, 383850
661, 305871
1023, 410540
122, 343022
509, 406623
499, 442426
378, 529277
1128, 362125
562, 456733
476, 395929
833, 313757
1110, 279747
1022, 457616
392, 388147
1031, 297003
248, 371258
35, 386532
570, 526483
1210, 387169
525, 345477
994, 388234
1071, 317435
533, 294962
639, 434500
595, 282053
974, 360105
652, 379588
0, 383402
330, 466850
208, 378415
667, 535692
185, 390564
76, 343766
948, 316355
118, 363384
264, 432364
548, 324230
322, 416619
395, 371362
551, 365821
160, 394646
876, 374987
1219, 333629
297, 363904
802, 353263
141, 324383
231, 256575
295, 557129
59, 423821
7, 384182
752, 289071
546, 349200
1197, 367469
255, 391606
490, 424433
283, 338783
12, 383059
129, 293949
782, 431251
581, 487774
692, 424741
71, 395954
821, 351139
426, 380971
920, 429502
882, 303371
102, 428870
188, 319996
657, 282507
840, 354579
757, 420556
529, 447887
630, 292919
522, 406425
350, 336162
558, 465509
14, 432686
605, 305752
492, 377637
291, 359088
