seed, Total QALY
304, 382850
1082, 356462
168, 337615
143, 286923
182, 345407
482, 382250
87, 235358
766, 487558
774, 340177
229, 277172
733, 394992
814, 357010
1112, 424691
547, 337268
845, 377014
249, 351833
711, 363366
455, 358363
379, 410169
116, 309920
309, 408212
412, 445285
1147, 413172
878, 320746
905, 283510
838, 389359
964, 372335
596, 422138
995, 492867
503, 367801
662, 298943
1126, 506070
737, 414896
963, 331044
598, 247316
1041, 404341
285, 525378
884, 415421
805, 410914
693, 381375
613, 256132
648, 345330
349, 399137
265, 394550
16, 379086
56, 403618
671, 321537
106, 395774
756, 349576
644, 224216
150, 387082
727, 435593
1067, 409290
1209, 347295
323, 352193
1235, 386292
266, 339513
607, 274325
1015, 312216
1106, 469365
593, 370038
958, 409160
698, 357703
880, 442455
27, 423656
1138, 354201
198, 322018
972, 334313
747, 321548
346, 468775
225, 451757
465, 383023
53, 292060
792, 418451
811, 257668
977, 362488
1132, 463707
33, 407511
870, 370597
459, 381470
702, 415902
427, 300204
145, 346519
237, 445645
446, 368711
169, 324585
236, 367002
796, 365408
410, 362735
131, 440103
219, 445478
687, 467176
49, 388626
591, 411454
79, 341259
750, 459378
63, 304423
919, 390157
650, 288727
1065, 337068
926, 277850
90, 480739
790, 389376
1046, 388957
373, 453441
57, 342648
1085, 429782
1170, 397550
1062, 255567
826, 398844
569, 385831
207, 395247
798, 412175
165, 411887
88, 397307
6, 558562
495, 336213
538, 458950
959, 401579
941, 283390
1146, 291273
934, 382247
1119, 324932
1044, 398218
655, 391027
897, 361972
555, 337383
257, 401005
385, 308671
404, 296413
848, 504025
902, 380987
82, 313441
1130, 525002
1108, 389395
895, 293999
1011, 338074
303, 363446
438, 357835
968, 323267
557, 397387
1070, 439401
1094, 393226
911, 431981
1133, 435344
36, 428944
109, 395792
355, 385861
661, 306990
1023, 411602
122, 344169
509, 407774
499, 443814
378, 530196
1128, 363250
562, 458533
476, 397608
833, 315030
1110, 280215
1022, 458890
392, 388934
1031, 297591
248, 372187
35, 388362
570, 527650
1210, 388190
525, 346428
994, 389689
1071, 318579
533, 296078
639, 436376
595, 282627
974, 361505
652, 380807
0, 384802
330, 468580
208, 379792
667, 537270
185, 391713
76, 344536
948, 317694
118, 364726
264, 432969
548, 325165
322, 417404
395, 372774
551, 366628
160, 396236
876, 376040
1219, 334087
297, 364980
802, 354960
141, 326075
231, 257170
295, 559750
59, 425033
7, 384819
752, 290179
546, 350177
1197, 368963
255, 393652
490, 425431
283, 339670
12, 383557
129, 294938
782, 432452
581, 490069
692, 426041
71, 397666
821, 352007
426, 381912
920, 430717
882, 304031
102, 430448
188, 320979
657, 283783
840, 355884
757, 422065
529, 449343
630, 294467
522, 408129
350, 337154
558, 466890
14, 434215
605, 306404
492, 378594
291, 360385
588, 334751
135, 328963
1123, 344546
1233, 439738
252, 298803
220, 417473
918, 272738
171, 451114
1215, 351834
91, 372363
5, 372665
296, 494542
1086, 339159
61, 408866
571, 300856
510, 265000
307, 380748
383, 361994
475, 289573
925, 321711
993, 329860
651, 373171
1043, 467251
1212, 335979
786, 329341
606, 440539
886, 338697
957, 344638
263, 453496
763, 404845
1056, 353379
