seed, Total QALY
304, 380528
1082, 354478
168, 335140
143, 284339
182, 343231
482, 378076
87, 233187
766, 485195
774, 337514
229, 274143
733, 392772
814, 353809
1112, 421737
547, 334050
845, 375215
249, 348356
711, 361181
455, 355435
379, 407800
116, 307806
309, 406477
412, 442387
1147, 411756
878, 317609
905, 281128
838, 385440
964, 369940
596, 420219
995, 490355
503, 364982
662, 296661
1126, 502953
737, 411538
963, 330027
598, 245821
1041, 401591
285, 522406
884, 410789
805, 407408
693, 376793
613, 252987
648, 343290
349, 396132
265, 392201
16, 376591
56, 400791
671, 318620
106, 392722
756, 346682
644, 221826
150, 384498
727, 432386
1067, 406759
1209, 343942
323, 350497
1235, 382959
266, 336611
607, 271639
1015, 310335
1106, 466990
593, 367782
958, 406984
698, 354917
880, 440179
27, 421553
1138, 351207
198, 319174
972, 330081
747, 319019
346, 465230
225, 448882
465, 380991
53, 289942
792, 416129
811, 255384
977, 359699
1132, 460361
33, 405371
870, 367953
459, 379621
702, 413777
427, 297271
145, 342921
237, 442573
446, 365423
169, 321392
236, 365121
796, 362180
410, 361136
131, 436796
219, 441731
687, 464265
49, 385179
591, 408538
79, 339399
750, 456754
63, 302707
919, 387427
650, 286258
1065, 334595
926, 274722
90, 477024
790, 386052
1046, 386585
373, 450865
57, 340398
1085, 427419
1170, 395455
1062, 252714
826, 396618
569, 383240
207, 393223
798, 409157
165, 409279
88, 394891
6, 555159
495, 333576
538, 455532
959, 398610
941, 280086
1146, 288552
934, 380208
1119, 323880
1044, 394470
655, 388938
897, 358400
555, 335007
257, 397954
385, 307056
404, 294114
848, 499860
902, 377997
82, 311017
1130, 520982
1108, 387577
895, 290874
1011, 335876
303, 360635
438, 356795
968, 319846
557, 394932
1070, 436440
1094, 389962
911, 428652
1133, 431645
36, 426481
109, 392740
355, 383187
661, 304200
1023, 406569
122, 342193
509, 405202
499, 441804
378, 527961
1128, 360049
562, 454489
476, 394992
833, 310804
1110, 278098
1022, 455173
392, 386909
1031, 295108
248, 369387
35, 386066
570, 524257
1210, 384090
525, 343140
994, 387356
1071, 315110
533, 293505
639, 433604
595, 279899
974, 358745
652, 377899
0, 383343
330, 466777
208, 377390
667, 535748
185, 389276
76, 343219
948, 314503
118, 362590
264, 431270
548, 322325
322, 415190
395, 369672
551, 363895
160, 392768
876, 373466
1219, 331012
297, 362841
802, 352527
141, 323140
231, 255314
295, 556871
59, 422083
7, 382532
752, 287761
546, 347663
1197, 365363
255, 390804
490, 423131
283, 338537
12, 383296
129, 292436
782, 430029
581, 485095
692, 423046
71, 395939
821, 348903
426, 378099
920, 427564
882, 301119
102, 427095
188, 318635
657, 281420
840, 353667
757, 418790
529, 445778
630, 291676
522, 405019
350, 334039
558, 464429
14, 430528
605, 304621
492, 376013
291, 358349
588, 331870
135, 325993
1123, 340376
1233, 436232
252, 296586
220, 413693
918, 270070
171, 447709
1215, 349144
91, 369807
5, 369234
296, 492826
1086, 336713
61, 407081
571, 298892
510, 262580
307, 378913
383, 359208
475, 285898
925, 319597
993, 326884
651, 369216
1043, 465232
1212, 333544
786, 325837
606, 437165
886, 336600
957, 342176
263, 450691
763, 402248
1056, 350781
809, 585120
443, 334577
338, 341778
26, 332921
1154, 430240
407, 418930
632, 393024
177, 305820
691, 350610
247, 336705
352, 343512
784, 390418
1017, 350763
631, 302495
320, 520322
770, 323374
1188, 265354
452, 430908
1129, 329912
512, 405399
1109, 433610
715, 354120
780, 426366
933, 439726
991, 367432
365, 363894
484, 408392
227, 331716
251, 460152
445, 343697
611, 321837
701, 267619
653, 503129
697, 416035
755, 190122
1036, 481313
94, 370565
846, 380504
235, 327517
113, 357810
66, 424192
975, 313688
997, 343987
396, 310399
327, 381711
10, 564436
300, 369948
226, 326241
1180, 317946
163, 343300
1117, 322352
666, 394016
273, 434311
183, 396223
1020, 355585
310, 466777
95, 339417
1054, 436772
202, 372443
638, 482910
709, 282511
996, 404993
39, 446236
764, 521076
708, 390015
1168, 369693
184, 381328
241, 299410
431, 283684
147, 360121
642, 331768
1200, 358370
312, 480538
17, 510496
640, 381844
1014, 379774
158, 426355
380, 348859
319, 479744
791, 368299
1232, 383175
734, 320925
318, 505717
628, 434642
815, 264335
504, 372793
224, 406069
965, 542293
374, 379796
301, 461608
164, 365720
125, 389883
556, 365318
1006, 477677
429, 381777
992, 360829
337, 452698
1089, 386357
74, 325208
935, 434165
539, 403015
754, 352202
428, 342380
1157, 432378
13, 371296
1246, 385543
342, 298668
1081, 336417
483, 351377
299, 431114
175, 347862
1238, 464472
434, 439345
111, 344479
47, 384970
760, 397546
1173, 338605
409, 407122
844, 450614
1206, 323297
321, 389135
1051, 385874
850, 340696
284, 349094
527, 477516
441, 366996
413, 479994
1093, 267406
382, 483738
140, 438821
620, 438629
1009, 391415
269, 350169
1136, 394627
1214, 389340
170, 350845
1042, 433269
726, 385057
1152, 312158
955, 334843
1198, 315741
401, 290804
45, 381633
403, 340464
1040, 434789
1007, 364275
690, 429856
610, 475373
136, 358648
83, 406151
679, 374286
240, 434639
1145, 369429
629, 400272
616, 364736
717, 319340
635, 357286
9, 378703
1217, 361435
89, 310309
228, 300815
120, 382599
929, 289742
479, 289495
363, 421030
281, 396355
867, 380692
181, 414645
1165, 323491
142, 312194
721, 382764
423, 351812
473, 381381
282, 293601
609, 397134
864, 368133
913, 330702
1201, 330181
1240, 347551
1103, 415370
950, 337211
1189, 292468
917, 364035
847, 303906
930, 414902
1153, 494928
471, 421972
334, 358374
486, 434607
279, 329361
81, 397815
341, 399513
985, 529558
508, 358290
1156, 403055
800, 410388
769, 485861
1029, 468322
127, 279711
55, 419934
1193, 418286
340, 520877
827, 412691
1037, 313160
388, 277796
1068, 396746
743, 487590
912, 332128
940, 432521
1005, 468390
213, 454526
1236, 390599
633, 418045
326, 393873
397, 519962
1114, 426939
174, 360980
343, 393674
419, 311209
501, 410866
245, 400009
149, 308258
682, 278622
288, 398574
497, 395397
627, 433132
317, 397685
485, 348141
554, 248281
204, 303122
398, 365441
818, 383850
874, 287159
420, 455465
167, 370158
1166, 368068
242, 315146
804, 393803
952, 459970
408, 310474
73, 303548
313, 529809
822, 468982
315, 398357
246, 404143
1018, 343086
789, 360548
78, 295745
889, 511043
1047, 291123
777, 287499
659, 430655
704, 404276
454, 308299
1167, 412230
356, 340342
1104, 402085
402, 361419
387, 350800
1186, 354258
114, 464737
457, 323870
696, 315639
1164, 286454
112, 541956
980, 352396
887, 410046
576, 324000
634, 356345
133, 280030
675, 418456
857, 369909
686, 390599
15, 424668
293, 419572
853, 309546
981, 312518
1028, 382499
849, 345455
161, 351637
32, 361760
615, 237815
739, 283152
1091, 356464
1008, 315850
863, 385004
1231, 336986
660, 366387
186, 369881
795, 337624
1100, 302031
316, 426521
706, 344435
1150, 494381
194, 437817
656, 350270
900, 344451
84, 516061
520, 304732
369, 456973
820, 277984
381, 386441
560, 425010
861, 454636
761, 436338
625, 429277
665, 437774
528, 329717
530, 378439
481, 365563
138, 347122
967, 410036
723, 319300
579, 377378
335, 406002
890, 354915
944, 387022
549, 291456
1175, 396690
359, 390781
817, 414360
731, 492264
178, 378143
11, 401273
852, 394564
1003, 458471
564, 350307
732, 379507
250, 300634
191, 358242
649, 402256
909, 321550
1083, 408040
368, 427147
1000, 311735
19, 414916
535, 296839
962, 320631
199, 441808
683, 260765
386, 463047
308, 577735
841, 359509
212, 351079
916, 331275
1228, 376523
1187, 300929
623, 389671
478, 360929
1049, 342135
824, 408226
871, 419893
1063, 389346
1194, 483265
694, 505431
1024, 393346
542, 389844
1050, 362249
262, 405025
195, 371231
600, 325714
966, 425060
37, 546377
544, 354465
714, 387493
498, 330101
883, 454038
193, 367163
608, 257048
197, 366685
771, 322976
808, 405397
48, 456100
1241, 376225
1174, 332542
1234, 354384
23, 355482
348, 430245
469, 315202
858, 345404
603, 324413
1237, 420049
1002, 478432
953, 381123
21, 443460
1181, 370643
707, 596894
496, 539349
1098, 498184
829, 338576
405, 350429
1204, 326354
31, 355138
646, 349111
928, 278837
253, 432116
289, 394067
154, 432981
830, 432880
1078, 334089
987, 402573
271, 307543
969, 410864
107, 346988
258, 571068
44, 387351
881, 264490
1025, 305638
86, 364061
574, 385908
594, 380679
223, 389066
1199, 335786
406, 453620
132, 408038
855, 402993
1211, 356417
839, 437492
636, 402721
746, 434845
859, 377242
417, 361668
819, 365467
537, 337922
1141, 368953
781, 351099
103, 392660
500, 402897
1075, 382227
506, 411450
1243, 381195
901, 385853
372, 319231
956, 345870
360, 372981
384, 437385
945, 340415
1205, 363694
524, 405153
885, 307804
1069, 369772
812, 412152
1, 279089
563, 341636
768, 323976
513, 381248
813, 334666
153, 454905
1184, 355664
1247, 341325
58, 489572
156, 378176
463, 398366
673, 395739
1202, 385748
1102, 430365
1185, 273556
421, 325506
1107, 313153
725, 336632
1048, 302241
767, 393345
835, 368790
577, 268934
678, 375709
1120, 351036
515, 356858
932, 379128
1088, 249532
477, 304003
1176, 339790
931, 310901
97, 313097
730, 380415
1245, 308850
172, 348991
751, 365534
1134, 312731
741, 388546
1135, 359218
1076, 342881
1016, 475272
677, 282417
689, 338255
298, 358058
180, 341793
176, 373920
572, 293941
75, 455606
785, 336240
1142, 411565
336, 352061
41, 591998
230, 311960
389, 413044
971, 429639
391, 445007
437, 391530
587, 310565
1012, 435920
1074, 349802
1224, 380692
585, 328039
460, 284252
345, 321279
215, 394294
736, 293273
137, 373500
668, 478362
433, 287148
260, 395675
561, 428838
748, 364070
